protein_id,Checked,Master,Description,Coverage,Peptides,PSMs,AAs,Modifications,Abundance_Ratio_Pani_Winter_Summer,Abundance_Ratio_Sorg_Winter_Summer,pval_Pani_Winter_Summer,pval_Sorg_Winter_Summer,adj_pval_Pani_Winter_Summer,adj_pval_Sorg_Winter_Summer,Abundance_Grouped_Pani_Summer,Abundance_Grouped_Pani_Winter,Abundance_Grouped_Sorg_Summer,Abundance_Grouped_Sorg_Winter,Abundance_Grouped_CV_Pani_Summer,Abundance_Grouped_CV_Pani_Winter,Abundance_Grouped_CV_Sorg_Summer,Abundance_Grouped_CV_Sorg_Winter,Protein_FDR_Confidence_Combined,Exp_q_value_Combined,Sum_PEP_Score,Unique_Peptides,MW_kDa,calc_pI,Score_Sequest_HT_Sequest_HT,Peptides_by_Search_Engine_Sequest_HT,Razor_Peptides,Abundance_PV-RB-1_Summer,Abundance_PV-RB-2_Summer,Abundance_PV-RB-3_Summer,Abundance_PV-RB-1_Winter,Abundance_PV-RB-2_Winter,Abundance_PV-RB-3_Winter,Abundance_Sn-1_Summer,Abundance_Sn-2_Summer,Abundance_Sn-1_Winter,Abundance_Sn-2_Winter,Abundances_Normalized_PV-RB-1_Summer,Abundances_Normalized_PV-RB-2_Summer,Abundances_Normalized_PV-RB-3_Summer,Abundances_Normalized_PV-RB-1_Winter,Abundances_Normalized_PV-RB-2_Winter,Abundances_Normalized_PV-RB-3_Winter,Abundances_Normalized_Sn-1_Summer,Abundances_Normalized_Sn-2_Summer,Abundances_Normalized_Sn-1_Winter,Abundances_Normalized_Sn-2_Winter,Found_in_Sample_S49_PV-RB-1_Summer,Found_in_Sample_S52_PV-RB-2_Summer,Found_in_Sample_S55_PV-RB-3_Summer,Found_in_Sample_S48_PV-RB-1_Winter,Found_in_Sample_S51_PV-RB-2_Winter,Found_in_Sample_S54_PV-RB-3_Winter,Found_in_Sample_S58_Sn-1_Summer,Found_in_Sample_S61_Sn-2_Summer,Found_in_Sample_S57_Sn-1_Winter,Found_in_Sample_S60_Sn-2_Winter,Protein_Groups
Sn00001aa100440_T001,TRUE,Master Protein,Sn00001aa100440_T001,19,6,17,379,NA,0.828,0.833,0.85477310292768,0.848585214441097,1,1,128.1,106,133.9,111.5,13.75,3.8,31.21,25.11,High,0,30.434,5,41.3,11.58,48.2,6,1,409.3,328.2,427.3,253.5,411.3,59.5,1035.6,57.3,221.4,82.8,876.2,955.6,724.8,761.2,706.5,725.2,1146,731.7,637.4,912.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa051623_T001,TRUE,Master Protein,Sn00001aa051623_T001,28,7,38,334,NA,1.067,1.436,0.948550305549735,0.151284743468322,1,0.530148259417154,111.4,118.9,94.9,136.3,2.44,6.65,14.74,20.11,High,0,56.285,7,36.9,5.63,159.79,7,0,566.2,435.1,718,484.6,756.7,106.6,1041.2,73.2,448.5,156,1212.1,1266.8,1218,1455.1,1299.8,1299.3,1152.2,934.7,1291.3,1719.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa063908_T001,TRUE,Master Protein,Sn00001aa063908_T001,33,7,16,259,NA,0.859,0.377,0.685424333679891,9.91114813637672e-4,1,0.0276532664472558,147.6,126.8,152.5,57.5,8.74,23.98,12.19,11.64,High,0,32.366,5,28.9,10.18,53.39,7,2,568.5,459,661.8,348.3,460.4,105.9,1042.6,107.4,178.8,39.6,1217,1336.4,1122.6,1045.8,790.8,1290.8,1153.8,1371.4,514.8,436.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa007068_T001,TRUE,Master Protein,Sn00001aa007068_T001,30,12,43,591,NA,1.623,2.417,0.00362903285402061,3.05860786217527e-4,0.108601163240747,0.017115257539876,98.4,159.6,52.2,126.1,15.51,10.08,8.06,18.58,High,0,80.07,8,64.6,6.2,148.67,12,4,1258.6,791.6,1163.9,1436,2075.8,306.8,1042.9,101.3,1170.8,234.8,2694.4,2304.8,1974.4,4311.9,3565.6,3739.5,1154.1,1293.6,3370.9,2587.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa091248_T002,TRUE,Master Protein,Sn00001aa091248_T002,36,9,18,389,NA,1.158,0.861,0.307356065696991,0.128007267965948,1,0.474187343610461,113.1,130.9,114.6,98.6,3.48,8.22,0.1,4.82,High,0,45.596,9,45.3,5.68,67.88,9,0,557,391.8,656.5,443.1,769,94,1043.9,90.6,334,93.4,1192.4,1140.7,1113.6,1330.5,1320.9,1145.7,1155.2,1156.9,961.6,1029.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa031575_T001,TRUE,Master Protein,Sn00001aa031575_T001,26,3,16,140,NA,1.203,1.115,0.721038436572195,0.894676448981797,1,1,115.9,139.4,88.9,99.1,9.72,10.54,13.47,6.4,High,0,19.636,1,15,5.52,67.13,3,2,614.7,541.8,807.4,582.5,959.2,116.4,1044.9,74.8,425.8,101.6,1315.9,1577.5,1369.6,1749.1,1647.6,1418.8,1156.3,955.2,1225.9,1119.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa051040_T001,TRUE,Master Protein,Sn00001aa051040_T001,45,27,166,667,NA,0.98,1.158,0.9985542679289,0.283651802402447,1,0.790279626503762,101,99,122.4,141.8,6.3,2.22,9.46,10.88,High,0,166.105,1,76.5,5.25,560.44,27,4,478.7,325.2,632.9,322.6,584.5,82.8,1049.6,104,539.5,120.8,1024.8,946.8,1073.6,968.7,1004,1009.2,1161.5,1328,1553.3,1331.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa048550_T002,TRUE,Master Protein,Sn00001aa048550_T002,27,7,17,376,NA,0.942,0.967,0.583618108783441,0.997389602784491,1,1,136.4,128.5,101.9,98.5,0.47,10.97,8.65,11.03,High,0,31.117,3,40,5.76,56.37,7,4,687.4,504.8,860,461.2,832.9,95.1,1055.2,80.9,398.8,89.1,1471.6,1469.7,1458.8,1384.9,1430.7,1159.1,1167.7,1033.1,1148.2,982,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa089280_T001,TRUE,Master Protein,Sn00001aa089280_T001,10,2,6,155,NA,0.549,0.525,0.002458839239739,0.00989686031000003,0.0855951677526841,0.0991758368250064,163.5,89.7,153.3,80.5,25.83,11.15,4.62,5.55,High,0,6.691,1,17.6,11.4,14.26,2,1,767.2,414.2,585.8,243.1,339.6,54.3,1055.7,85.7,198.2,56,1642.4,1206,993.7,730,583.3,661.8,1168.3,1094.3,570.6,617.2,High,High,High,High,High,High,High,High,High,Not Found,1
Sn00001aa086748_T001,TRUE,Master Protein,Sn00001aa086748_T001,34,7,13,210,NA,0.934,0.841,0.981609721737537,0.447851217522081,1,0.985943896026963,105.5,98.5,137,115.2,7.76,3.94,8.53,15.73,High,0,29.654,7,23.2,9.45,43.89,7,0,446.4,345.1,507.7,286.3,519.6,76.3,1056.3,103.3,405.4,84.7,955.6,1004.8,861.2,859.7,892.5,930,1168.9,1319.1,1167.2,933.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa067140_T001,TRUE,Master Protein,Sn00001aa067140_T001,63,4,174,164,NA,1.153,12.021,0.996999479067194,0.0364198675237076,1,0.214603433294817,57.8,66.6,28.4,341.4,49.85,42.29,11.29,17.85,High,0,182.668,4,16.4,9.52,777.95,4,0,1026.4,258.9,1385.3,372.1,1642.9,207.9,1057.5,78.1,5121,1037.8,2197.3,753.8,2349.9,1117.3,2822,2534,1170.3,997.3,14744.1,11438.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa014728_T001,TRUE,Master Protein,Sn00001aa014728_T001,20,2,12,119,NA,0.809,0.532,0.802317446602161,0.022243551120789,1,0.15836772675499,168.8,136.5,105.4,56.1,8.35,20.81,0.92,17.12,High,0,13.298,1,12.9,9.61,37.62,2,0,882.3,661,969.9,640.5,741.1,125.3,1059.2,93,246.1,50.4,1888.8,1924.5,1645.3,1923.2,1273,1527.2,1172.2,1187.6,708.6,555.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa054762_T001,TRUE,Master Protein,Sn00001aa054762_T001,21,11,23,872,NA,0.838,0.975,0.0872443383974391,0.999013816744614,0.642350955101854,1,143.9,120.5,106.5,103.8,7.34,1.08,3.94,5.39,High,0,60.632,11,95.9,4.72,90.11,11,0,714.6,607.9,960.3,459.2,794.4,110.7,1059.7,97.1,424.3,102.7,1529.8,1769.9,1629,1378.9,1364.5,1349.3,1172.7,1239.9,1221.6,1131.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa013683_T004,TRUE,Master Protein,Sn00001aa013683_T004,26,10,21,452,Met-loss [N-Term],0.901,0.757,0.69242520932957,0.246234304244796,1,0.725194653771363,139.7,125.8,120.8,91.4,9.92,13.65,14.96,4.53,High,0,47.785,4,51.5,5.71,66.38,10,4,571.5,373.4,782.2,367,685.8,73.7,1063,74.5,269.3,75,1223.5,1087.2,1326.9,1102,1178,898.3,1176.4,951.3,775.4,826.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa034523_T001,TRUE,Master Protein,Sn00001aa034523_T001,28,4,16,214,NA,1.266,1.408,0.482428244258097,0.752308336482474,1,1,86.8,109.9,113.1,159.3,6.95,41.47,31.69,4.52,High,0,31.261,4,20.2,6.18,55.3,4,0,528.5,438.4,670.4,479.5,777.2,221,1066.5,145.8,748.5,183.4,1131.4,1276.4,1137.2,1439.8,1335,2693.7,1180.2,1861.8,2155,2021.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa098268_T001,TRUE,Master Protein,Sn00001aa098268_T001,54,23,262,649,NA,1.37,0.884,0.0194647075282145,0.721744433663705,0.274108608043508,1,100.8,138.2,125.8,111.3,6.5,3.29,23.09,2.63,High,0,258.527,6,71.1,5.21,988.14,23,0,520.3,430.6,668,543.8,904.1,126,1083.9,130.6,442.6,111.4,1113.8,1253.7,1133.1,1632.9,1553,1535.8,1199.5,1667.7,1274.3,1227.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa040395_T002,TRUE,Master Protein,Sn00001aa040395_T002,40,14,31,482,NA,1.097,1.527,0.911232938782424,0.0104974900873793,1,0.102041778643496,93.6,102.6,62.4,95.3,10.3,8.5,10.84,1.74,High,0,67.763,13,51.5,8.22,97.8,14,1,960.6,667.2,988.4,710.9,1067.3,174.8,1084.6,109.6,679,181.8,2056.4,1942.6,1676.7,2134.6,1833.3,2130.6,1200.3,1399.5,1954.9,2003.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa008986_T001,TRUE,Master Protein,Sn00001aa008986_T001,36,12,28,543,NA,0.948,0.771,0.992079595350717,0.104296348878378,1,0.421989011971349,103.1,97.8,147.3,113.5,2.14,9.6,13.62,6.16,High,0,51.531,12,59.2,4.73,94.3,12,0,356.6,257.5,461.2,225.1,421.4,66.9,1084.9,77.5,304.9,73,763.4,749.7,782.3,675.9,723.8,815.4,1200.6,989.6,877.9,804.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa007467_T003,TRUE,Master Protein,Sn00001aa007467_T003,37,5,19,157,NA,0.804,0.554,0.890320907081084,0.0419270830581157,1,0.23561149331702,141,113.4,132.7,73.5,12.87,23.77,6.6,12.21,High,0,31.789,5,17.9,9.8,68.11,5,0,648.5,368.5,718.4,457.9,519.2,80.4,1085.7,85.7,202.2,62.8,1388.3,1072.9,1218.6,1374.9,891.8,980,1201.5,1094.3,582.2,692.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa046784_T001,TRUE,Master Protein,Sn00001aa046784_T001,34,5,16,140,NA,1.152,2.165,0.9943715997105,0.134068095064171,1,0.49067721865272,58.6,67.5,108.3,234.6,21.14,20.98,27.98,18.44,High,0,18.855,4,15.1,4.81,47.32,5,2,372.3,191.3,499.4,207.2,534.7,75.7,1089.6,141,971.8,330,797,557,847.1,622.2,918.4,922.7,1205.8,1800.5,2797.9,3637.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa021942_T001,TRUE,Master Protein,Sn00001aa021942_T001,38,15,87,607,NA,1.404,1.622,0.318985446581511,0.180033378979559,1,0.59045991639853,85.4,119.9,100.8,163.6,14.41,21.26,22.09,11.8,High,0,97.772,6,65.2,5.87,313.58,15,0,607.3,334.5,705.1,559.4,1127.1,102.8,1090.6,129.5,732.2,226.1,1300.1,973.9,1196.1,1679.7,1936,1253,1206.9,1653.7,2108.1,2492,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa073052_T001,TRUE,Master Protein,Sn00001aa073052_T001,42,9,20,410,NA,0.922,1.003,0.888360925857594,0.999999999437801,1,1,47.6,43.9,92.4,92.7,5.93,16.53,16.91,7.4,High,0,60.248,2,42.7,4.67,81.21,9,6,347.3,241.3,389.2,165.7,377.2,56.6,1094.3,120.6,451.6,131,743.5,702.6,660.2,497.6,647.9,689.9,1211,1540,1300.2,1443.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa058449_T001,TRUE,Master Protein,Sn00001aa058449_T001,19,17,24,1003,NA,1.132,1.073,0.207189534232814,0.986448024109662,1,1,91.7,103.9,129.6,139.1,11.77,8.14,13.43,3.41,High,0,55.728,17,109.6,6.57,71.75,17,0,364.6,217.1,460.9,294.3,510.6,82.9,1095.9,78.5,421,104.8,780.5,632.1,781.8,883.7,877.1,1010.4,1212.8,1002.4,1212.1,1155.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa016040_T001,TRUE,Master Protein,Sn00001aa016040_T001,27,8,17,388,NA,0.828,0.717,0.0378321342150552,0.0124655992081493,0.389895563148888,0.115645769495953,102,84.5,79.9,57.2,5.24,4.56,10.59,8.23,High,0,36.867,3,44,5.57,56.13,8,5,762,574.4,1062.4,468,750.5,113.6,1097.4,110.5,345.4,80.3,1631.3,1672.4,1802.2,1405.3,1289.1,1384.6,1214.4,1411,994.5,885.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa021295_T001,TRUE,Master Protein,Sn00001aa021295_T001,24,10,35,554,NA,1.14,1.215,0.879056815096057,0.604320913300969,1,1,145.6,166,65.1,79.1,5.63,10.87,9.2,13.03,High,0,66.257,10,59.5,9.69,117.9,10,0,1189.8,880.5,1364.3,985,1690.4,198,1098.9,83.6,527.3,114.5,2547.1,2563.6,2314.3,2957.7,2903.6,2413.4,1216.1,1067.5,1518.2,1262,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa005887_T002,TRUE,Master Protein,Sn00001aa005887_T002,36,9,19,264,NA,0.877,0.717,0.910109121544429,0.325197230789045,1,0.861328803612558,149,130.6,101.6,72.9,14.72,22.48,8.03,4.27,High,0,32.088,9,29.8,10.15,50.73,9,0,1112.5,648.5,1084.6,760.5,882.8,135.8,1098.9,106.7,330.6,81.3,2381.6,1888.1,1839.8,2283.6,1516.4,1655.2,1216.1,1362.5,951.8,896.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa019609_T001,TRUE,Master Protein,Sn00001aa019609_T001,33,13,20,581,NA,0.825,0.901,0.717334366677977,0.982760670890826,1,1,78.5,64.7,62.3,56.2,3.8,4.02,3.82,18.38,High,0,51.586,2,63.2,4.7,70.95,13,7,717.4,512.8,839.4,410.3,748.9,97.4,1101,90.4,325.7,110.5,1535.8,1493,1423.9,1232,1286.4,1187.2,1218.4,1154.4,937.7,1217.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa024102_T002,TRUE,Master Protein,Sn00001aa024102_T002,23,19,40,1071,NA,0.994,1.247,0.998614301934975,0.348163459677086,1,0.894903610505098,149.5,148.6,72.7,90.6,5.72,11.55,22.58,3.15,High,0,80.786,19,122.9,5.6,127.88,19,0,1019,733.8,1152.8,735.6,1235.8,144.9,1101.9,69.2,459.9,114.9,2181.5,2136.5,1955.5,2208.8,2122.7,1766.1,1219.4,883.7,1324.1,1266.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa093440_T001,TRUE,Master Protein,Sn00001aa093440_T001,39,8,23,331,NA,1.044,0.857,0.981838886459853,0.684406354868297,1,1,114.5,119.6,131.9,113,8.49,16.18,6.98,8.2,High,0,55.91,2,34.2,8.22,82.82,8,5,471.1,364.1,528.2,350.8,513.4,100.3,1103,86.6,326.2,95.7,1008.5,1060.1,896,1053.4,881.9,1222.5,1220.6,1105.8,939.2,1054.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa061699_T002,TRUE,Master Protein,Sn00001aa061699_T002,37,5,19,150,NA,0.768,0.499,0.837445073364191,0.0499739018082096,1,0.263602985298566,90.5,69.6,81.1,40.4,16.97,26.78,22.96,4.21,High,0,26.027,3,16.4,10.55,62.14,5,2,692.5,397.2,641.4,454.6,509.1,72.9,1103.2,68.9,174.2,48.3,1482.5,1156.5,1088,1365,874.5,888.6,1220.8,879.8,501.5,532.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa056393_T003,TRUE,Master Protein,Sn00001aa056393_T003,43,13,138,336,NA,1.29,0.963,0.752231947807917,0.999941967628149,1,1,149.7,193.1,50.6,48.7,14.43,21.87,12.3,3.37,High,0,89.827,3,36.2,7.11,404.37,13,0,1824,1715.5,2325.6,1694.4,2515.6,542.8,1103.9,113.9,456.5,113.7,3904.8,4994.7,3945,5087.8,4321,6616,1221.6,1454.5,1314.3,1253.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa057725_T001,TRUE,Master Protein,Sn00001aa057725_T001,44,10,26,287,NA,1.034,0.74,0.999988489529462,0.0299680334456423,1,0.189899294021038,132.4,136.9,115.7,85.6,5.1,11.68,4.95,11.28,High,0,48.794,10,31.6,5.26,82.91,10,0,589.9,479.5,798.8,479.4,815.8,94.6,1107.6,89.5,329.7,73.4,1262.8,1396.1,1355,1439.5,1401.3,1153.1,1225.7,1142.9,949.3,809,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa037646_T001,TRUE,Master Protein,Sn00001aa037646_T001,19,17,25,1335,NA,1.17,1.009,0.761717085771969,0.999999606150684,1,1,79.1,92.5,142.4,143.6,6.19,1.44,13.17,17.81,High,0,70.487,17,145.5,5.77,83.86,17,0,320.4,210.8,366.3,238.6,423.4,60.5,1110,79.8,444.8,90.2,685.9,613.8,621.4,716.4,727.3,737.4,1228.4,1019,1280.6,994.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa035594_T001,TRUE,Master Protein,Sn00001aa035594_T001,44,19,38,535,NA,1.228,1.046,0.276436086850722,0.997883752781539,1,1,28.5,35,34.6,36.2,1.06,4.81,19.56,13.55,High,0,68.892,5,59.1,5.85,117.3,19,7,539.4,399.2,694.9,500.2,794.4,117.1,1110.2,127.1,564.6,121.7,1154.7,1162.3,1178.8,1502,1364.5,1427.3,1228.6,1623,1625.6,1341.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa086727_T001,TRUE,Master Protein,Sn00001aa086727_T001,51,8,28,205,NA,1.001,1.62,0.993909030816256,0.0878811596099015,1,0.377051174050433,93.7,93.8,105.9,171.6,14.92,21.39,3.84,9.77,High,0,52.207,2,22.6,9.16,89.94,8,5,620,339.7,658.5,372.2,753.2,68.5,1110.4,101.6,761.4,173.2,1327.3,989,1117,1117.6,1293.8,834.9,1228.8,1297.4,2192.2,1909,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa081868_T001,TRUE,Master Protein,Sn00001aa081868_T001,17,7,9,665,NA,0.526,0.365,0.0665159858751369,0.0037317561596939,0.545107742578118,0.0580268112116854,111.5,58.6,271.4,99.1,13.52,21.43,15.83,15.14,High,0,31.129,2,71.5,8.07,36.58,7,4,264.4,162.8,366.9,99.1,245,24.1,1112.3,120.7,194.6,41,566,474,622.4,297.6,420.8,293.7,1230.9,1541.3,560.3,451.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa016082_T001,TRUE,Master Protein,Sn00001aa016082_T001,43,8,25,221,NA,0.893,0.736,0.99629774930571,0.294932936570775,1,0.810111541575485,119.1,106.3,129.5,95.3,10.05,22.27,11.52,2.36,High,0,48.361,2,24.8,10.37,90.87,8,7,682.3,423.7,726.4,526.9,641.3,89.6,1117.2,114,337.3,91.1,1460.7,1233.6,1232.2,1582.1,1101.6,1092.1,1236.3,1455.7,971.1,1004.1,High,High,High,High,High,Not Found,High,High,High,High,1
Sn00001aa038009_T001,TRUE,Master Protein,Sn00001aa038009_T001,49,4,10,103,NA,0.6,0.668,0.0686654513106435,0.0799529631440772,0.55695599396669,0.3612056976556,169.5,101.7,136.2,91,17.77,15.74,9.17,3.13,High,0,20.355,4,10.9,5.52,30.21,4,0,495.3,512.2,852.5,283.2,649.8,71.2,1120.8,85.3,275.7,68.9,1060.3,1491.3,1446.1,850.4,1116.2,867.8,1240.3,1089.2,793.8,759.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa004164_T001,TRUE,Master Protein,Sn00001aa004164_T001,23,11,19,796,NA,0.982,1.073,0.999386842558124,0.99703185646927,1,1,106,104.1,126.8,136,9.3,13.98,0.34,35.47,High,0,56.531,11,87.7,5.34,79.66,11,0,483.3,385.7,549.2,321.7,591.6,102.4,1121.2,96.7,357,155.7,1034.6,1123,931.6,966,1016.2,1248.1,1240.8,1234.8,1027.9,1716.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa039262_T001,TRUE,Master Protein,Sn00001aa039262_T001,41,8,13,193,Met-loss [N-Term],1.217,0.924,0.949859632299519,0.996159678373713,1,1,101.2,123.1,131.4,121.4,12.73,6.84,8.24,38.09,High,0,24.959,6,22.1,5.81,39.32,8,2,421.9,378.5,518.2,330.8,639.8,93.1,1123,86.6,496.1,74.6,903.2,1102,879,993.3,1099,1134.8,1242.8,1105.8,1428.3,822.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa063960_T002,TRUE,Master Protein,Sn00001aa063960_T002,20,6,13,398,NA,0.769,0.452,0.0485003610188892,6.43925585295357e-4,0.444373261167633,0.0246922826171417,139.2,107,184.7,83.5,14.98,6.73,1.04,16.87,High,0,30.891,6,44.1,6.15,44.83,6,0,434.7,301.7,682.1,238.3,434.6,53.6,1124.2,96,172,57.1,930.6,878.4,1157.1,715.5,746.5,653.3,1244.1,1225.9,495.2,629.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa075742_T001,TRUE,Master Protein,Sn00001aa075742_T001,31,10,31,420,NA,1.046,1.101,0.908447483178807,0.849384885245433,1,1,120,125.5,104.6,115.1,5.68,12.79,7.15,5.25,High,0,63.674,9,46.7,5.94,110.07,10,0,703.4,542.1,830.5,524.8,828.6,150.2,1127.3,108.1,520.8,126.3,1505.8,1578.3,1408.8,1575.8,1423.3,1830.7,1247.5,1380.4,1499.5,1392.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa046242_T001,TRUE,Master Protein,Sn00001aa046242_T001,44,8,38,193,NA,0.811,0.75,0.483564635487422,0.217678522712258,1,0.665174243341474,141.1,114.5,128.1,96.1,13.15,2.36,26.33,9.16,High,0,62.351,3,22,7.53,140.33,8,2,436.2,392,713.7,310,538.8,73.1,1130.2,67.2,288.1,66.1,933.8,1141.3,1210.7,930.8,925.5,891,1250.7,858.1,829.5,728.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa042093_T001,TRUE,Master Protein,Sn00001aa042093_T001,35,11,17,431,NA,0.526,0.329,6.53948307981822e-4,6.8789681835324e-5,0.0456641655768845,0.00835592494724524,80.2,42.2,120.3,39.6,18.88,10.46,7.01,8.54,High,0,37.303,2,47.2,8.48,51,11,5,357.3,301.6,651.1,153.7,295.1,33.7,1132.6,108.4,141.8,41.8,764.9,878.1,1104.5,461.5,506.9,410.8,1253.4,1384.2,408.3,460.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa001061_T001,TRUE,Master Protein,Sn00001aa001061_T001,37,6,23,172,NA,1.03,1.334,0.999953385192921,0.98247292373592,1,1,67.2,69.2,149.9,199.9,31.19,26.54,22.11,42.8,High,0,32.172,1,18.2,5.85,66.49,6,0,232.4,91.2,283.2,101.4,288,42.3,1134,71.7,678.6,94.9,497.5,265.5,480.4,304.5,494.7,515.6,1254.9,915.6,1953.8,1046,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa095964_T003,TRUE,Master Protein,Sn00001aa095964_T003,56,11,81,242,NA,0.824,0.981,0.513868651732044,0.999968137101634,1,1,112.3,92.5,130,127.6,3.17,14.47,18.55,7.82,High,0,75.132,5,26.8,5.31,249.7,11,1,443.8,312.2,570.1,235.3,455.5,76.8,1134.3,75.5,354.7,103.5,950.1,909,967.1,706.5,782.4,936.1,1255.3,964.1,1021.2,1140.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa018414_T003,TRUE,Master Protein,Sn00001aa018414_T003,49,8,39,256,NA,0.787,0.408,0.212382436962895,0.00110109604567554,1,0.0284029067782062,151.3,119.2,174,71,16.46,6.25,25.69,8.82,High,0,42.121,7,27.3,5.48,161.97,8,0,549.3,450.8,952.6,317.2,627.9,84.8,1134.8,142,227.7,52.5,1175.9,1312.5,1615.9,952.5,1078.5,1033.6,1255.8,1813.3,655.6,578.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa048886_T001,TRUE,Master Protein,Sn00001aa048886_T001,23,11,16,628,NA,0.53,0.356,0.028203001827064,0.00403730495339671,0.325729094760646,0.0591392481816117,114.9,61,241.4,85.8,17.13,18.25,21.38,7.07,High,0,39.435,10,65.7,7.85,44.42,11,0,298.2,239.2,519.2,123,280.2,28.3,1135,133.4,171.8,49.6,638.4,696.4,880.7,369.3,481.3,344.9,1256,1703.5,494.6,546.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa077002_T001,TRUE,Master Protein,Sn00001aa077002_T001,42,6,19,184,NA,1.092,0.51,0.997930720348328,0.0348485399740885,1,0.208028632001519,127.6,139.4,130.9,66.7,8.45,21.96,17.19,14.87,High,0,41.038,4,20.4,9.8,68.46,6,0,737.7,476.2,798.4,504.4,600.3,130.3,1137.9,125.9,279.9,59.2,1579.3,1386.5,1354.3,1514.6,1031.1,1588.2,1259.3,1607.7,805.9,652.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa011546_T001,TRUE,Master Protein,Sn00001aa011546_T001,38,9,28,406,NA,0.966,1.388,0.99999999997046,0.291034835328437,1,0.801558442300404,80.3,77.6,132.8,184.3,10.29,15.08,6.37,6.16,High,0,53.514,9,43.1,8.43,110.37,9,0,375.6,228.9,470.6,213.3,505.9,63.3,1139.8,108.1,609.1,173.6,804.1,666.4,798.3,640.5,869,771.5,1261.4,1380.4,1753.7,1913.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa060221_T001,TRUE,Master Protein,Sn00001aa060221_T001,27,11,22,522,Met-loss [N-Term],0.631,0.52,0.210934964718873,0.0616716904605222,1,0.307805473483003,128.4,81,172.4,89.7,21.19,18.73,26.38,4.07,High,0,37.332,1,57.2,5.63,66.02,11,6,363.7,227.6,590.8,163.7,386.6,39.6,1141.1,67.8,183.6,50.8,778.6,662.7,1002.2,491.5,664.1,482.7,1262.8,865.8,528.6,559.9,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,1
Sn00001aa090774_T001,TRUE,Master Protein,Sn00001aa090774_T001,35,10,23,424,NA,0.759,0.75,0.419788959924511,0.315885230467607,1,0.843326775173734,128.8,97.8,149.5,112.2,2.74,19.98,25.72,1.3,High,0,55.05,6,46.8,5.73,84.58,10,4,583.2,449.8,772,295.6,578.8,106.3,1142.2,143,392.4,104.4,1248.5,1309.6,1309.6,887.6,994.2,1295.7,1264,1826,1129.8,1150.7,High,High,High,High,High,High,High,High,High,High,1
