rank,species,protein_id,orthogroup,log2FC,DAP,description,go_id,go_term,PPV
157,Trip19,Td00001aa007428_T002,OG0012974,-1.07704103576383,Down,Alliinase C-terminal domain-containing protein,0043450,alkene biosynthetic process,0.540163670437
157,Trip19,Td00001aa007428_T002,OG0012974,-1.07704103576383,Down,Alliinase C-terminal domain-containing protein,0009692,ethylene metabolic process,0.540161090565
157,Trip19,Td00001aa007428_T002,OG0012974,-1.07704103576383,Down,Alliinase C-terminal domain-containing protein,0055085,transmembrane transport,0.327027924097
158,Trip19,Td00001aa027460_T001,OG0001861,-1.07704103576383,Down,Zinc finger BED domain-containing protein RICESLEEPER 2,0009791,post-embryonic development,0.734266247914
158,Trip19,Td00001aa027460_T001,OG0001861,-1.07704103576383,Down,Zinc finger BED domain-containing protein RICESLEEPER 2,0006357,regulation of transcription by RNA polymerase II,0.37288913199
159,Trip19,Td00001aa013611_T001,OG0007920,-1.08008791132269,Down,Fasciclin-like arabinogalactan protein 8,NA,NA,NA
160,Trip19,Td00001aa028224_T001,OG0020736,-1.0862010350493,Down,"Beta-fructofuranosidase, insoluble isoenzyme 7",0005975,carbohydrate metabolic process,0.600662856431
160,Trip19,Td00001aa028224_T001,OG0020736,-1.0862010350493,Down,"Beta-fructofuranosidase, insoluble isoenzyme 7",0009987,cellular process,0.397726069755
161,Trip19,Td00001aa039430_T005,OG0001897,-1.08926733809709,Down,Aluminum induced protein with YGL and LRDR motifs,NA,NA,NA
162,Trip19,Td00001aa027623_T001,OG0023022,-1.09234017214671,Down,Allene oxide synthase,0009695,jasmonic acid biosynthetic process,0.722701798356
162,Trip19,Td00001aa027623_T001,OG0023022,-1.09234017214671,Down,Allene oxide synthase,0016125,sterol metabolic process,0.704158993806
162,Trip19,Td00001aa027623_T001,OG0023022,-1.09234017214671,Down,Allene oxide synthase,0031407,oxylipin metabolic process,0.56817869763
162,Trip19,Td00001aa027623_T001,OG0023022,-1.09234017214671,Down,Allene oxide synthase,0009753,response to jasmonic acid,0.562645731776
162,Trip19,Td00001aa027623_T001,OG0023022,-1.09234017214671,Down,Allene oxide synthase,0050832,defense response to fungus,0.543240854157
162,Trip19,Td00001aa027623_T001,OG0023022,-1.09234017214671,Down,Allene oxide synthase,0009611,response to wounding,0.530775894108
163,Trip19,Td00001aa033758_T001,OG0003400,-1.09234017214671,Down,NA,NA,NA,NA
164,Trip19,Td00001aa008860_T001,OG0021867,-1.09541956507868,Down,Ras-related protein Rab7,0015031,protein transport,0.542209730944
164,Trip19,Td00001aa008860_T001,OG0021867,-1.09541956507868,Down,Ras-related protein Rab7,0016101,diterpenoid metabolic process,0.353473131521
165,Trip19,Td00001aa019565_T001,OG0021027,-1.09541956507868,Down,Metal transporter,0070574,cadmium ion transmembrane transport,0.790712802176
165,Trip19,Td00001aa019565_T001,OG0021027,-1.09541956507868,Down,Metal transporter,0071421,manganese ion transmembrane transport,0.767842760591
165,Trip19,Td00001aa019565_T001,OG0021027,-1.09541956507868,Down,Metal transporter,0034755,iron ion transmembrane transport,0.718369231522
165,Trip19,Td00001aa019565_T001,OG0021027,-1.09541956507868,Down,Metal transporter,2000379,positive regulation of reactive oxygen species metabolic process,0.675806722805
165,Trip19,Td00001aa019565_T001,OG0021027,-1.09541956507868,Down,Metal transporter,0042742,defense response to bacterium,0.606062467104
166,Trip19,Td00001aa029477_T004,OG0001112,-1.09541956507868,Down,Lipoxygenase,0031408,oxylipin biosynthetic process,0.833949659956
166,Trip19,Td00001aa029477_T004,OG0001112,-1.09541956507868,Down,Lipoxygenase,0034440,lipid oxidation,0.728074153787
166,Trip19,Td00001aa029477_T004,OG0001112,-1.09541956507868,Down,Lipoxygenase,0006633,fatty acid biosynthetic process,0.682511057997
167,Trip19,Td00001aa012101_T001,OG0006196,-1.09850554495243,Down,"Protein FATTY ACID EXPORT 2, chloroplastic",0015908,fatty acid transport,0.740202289651
168,Trip19,Td00001aa024176_T005,OG0012693,-1.09850554495243,Down,"D-xylose-proton symporter-like 3, chloroplastic",1904659,D-glucose transmembrane transport,0.761117203237
169,Trip19,Td00001aa026374_T002,OG0015533,-1.09850554495243,Down,DNA-binding protein MNB1B,0006355,regulation of DNA-templated transcription,0.433317414742
170,Trip19,Td00001aa004055_T001,OG0015291,-1.10159814000781,Down,Harpin-induced 1,0098542,defense response to other organism,0.696620189665
171,Trip19,Td00001aa008789_T014,OG0024584,-1.10469737866669,Down,Glutamate carboxypeptidase 2,NA,NA,NA
172,Trip19,Td00001aa011871_T001,OG0018718,-1.10469737866669,Down,Thioesterase domain-containing protein,NA,NA,NA
173,Trip19,Td00001aa029161_T001,OG0013440,-1.10469737866669,Down,(+)-neomenthol dehydrogenase,NA,NA,NA
174,Trip19,Td00001aa023617_T001,OG0001196,-1.10780328953451,Down,Leucine-rich repeat extensin-like protein 3,NA,NA,NA
175,Trip19,Td00001aa029103_T003,OG0023666,-1.11091590140185,Down,NADP-dependent oxidoreductase domain-containing protein,NA,NA,NA
176,Trip19,Td00001aa032450_T002,OG0021347,-1.11091590140185,Down,MOB kinase activator-like 1A,0007165,signal transduction,0.396294736843
177,Trip19,Td00001aa039885_T001,OG0001215,-1.11091590140185,Down,Serine/threonine-protein kinase NAK,NA,NA,NA
178,Trip19,Td00001aa008406_T001,OG0012906,-1.12029423371771,Down,Non-green plastid inner envelope membrane protein,0015908,fatty acid transport,0.728001101479
178,Trip19,Td00001aa008406_T001,OG0012906,-1.12029423371771,Down,Non-green plastid inner envelope membrane protein,1901508,positive regulation of acylglycerol transport,0.546310904478
178,Trip19,Td00001aa008406_T001,OG0012906,-1.12029423371771,Down,Non-green plastid inner envelope membrane protein,1905883,regulation of triglyceride transport,0.546249563995
178,Trip19,Td00001aa008406_T001,OG0012906,-1.12029423371771,Down,Non-green plastid inner envelope membrane protein,0009793,embryo development ending in seed dormancy,0.504630972616
178,Trip19,Td00001aa008406_T001,OG0012906,-1.12029423371771,Down,Non-green plastid inner envelope membrane protein,0019217,regulation of fatty acid metabolic process,0.499387936804
179,Trip19,Td00001aa004234_T001,OG0001521,-1.12343394124828,Down,Aquaporin plasma membrane intrinsic protein 2-2,0055085,transmembrane transport,0.544546478022
180,Trip19,Td00001aa005179_T001,OG0035217,-1.12343394124828,Down,FAD-binding PCMH-type domain-containing protein,NA,NA,NA
181,Trip19,Td00001aa008567_T001,OG0018210,-1.12658049656514,Down,Receptor-like serine/threonine-protein kinase,0048544,recognition of pollen,0.802947356787
181,Trip19,Td00001aa008567_T001,OG0018210,-1.12658049656514,Down,Receptor-like serine/threonine-protein kinase,0051707,response to other organism,0.676622786918
181,Trip19,Td00001aa008567_T001,OG0018210,-1.12658049656514,Down,Receptor-like serine/threonine-protein kinase,0006338,chromatin remodeling,0.613310046679
181,Trip19,Td00001aa008567_T001,OG0018210,-1.12658049656514,Down,Receptor-like serine/threonine-protein kinase,0006955,immune response,0.430604805693
181,Trip19,Td00001aa008567_T001,OG0018210,-1.12658049656514,Down,Receptor-like serine/threonine-protein kinase,0007165,signal transduction,0.393452755125
182,Trip19,Td00001aa019499_T002,OG0021020,-1.12658049656514,Down,Inactive receptor kinase,NA,NA,NA
183,Trip19,Td00001aa029482_T001,OG0022338,-1.12973392960402,Down,OBP3-responsive gene 4,NA,NA,NA
184,Trip19,Td00001aa024100_T001,OG0009291,-1.13606154957603,Down,Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein,0098542,defense response to other organism,0.697080069808
185,Trip19,Td00001aa012271_T001,OG0010347,-1.13923579737117,Down,UDP-N-acetylglucosamine diphosphorylase,0006048,UDP-N-acetylglucosamine biosynthetic process,0.751355903265
186,Trip19,Td00001aa018252_T001,OG0016991,-1.13923579737117,Down,"Protein TIC 21, chloroplastic",0045037,protein import into chloroplast stroma,0.545604332869
186,Trip19,Td00001aa018252_T001,OG0016991,-1.13923579737117,Down,"Protein TIC 21, chloroplastic",0035434,copper ion transmembrane transport,0.505567818027
186,Trip19,Td00001aa018252_T001,OG0016991,-1.13923579737117,Down,"Protein TIC 21, chloroplastic",0034755,iron ion transmembrane transport,0.484608683148
187,Trip19,Td00001aa011239_T001,OG0010140,-1.14241704461585,Down,MSP domain-containing protein,0090158,endoplasmic reticulum membrane organization,0.745807342761
187,Trip19,Td00001aa011239_T001,OG0010140,-1.14241704461585,Down,MSP domain-containing protein,0061817,endoplasmic reticulum-plasma membrane tethering,0.737315390948
188,Trip19,Td00001aa014621_T001,OG0011110,-1.1456053222469,Down,AB hydrolase-1 domain-containing protein,NA,NA,NA
189,Trip19,Td00001aa025516_T002,OG0019922,-1.1488006614067101,Down,Methyltransferase,0032259,methylation,0.631773415138
189,Trip19,Td00001aa025516_T002,OG0019922,-1.1488006614067101,Down,Methyltransferase,0009987,cellular process,0.397727369248
190,Trip19,Td00001aa016005_T001,OG0015093,-1.15521264992094,Down,SHSP domain-containing protein,0009651,response to salt stress,0.782105878292
190,Trip19,Td00001aa016005_T001,OG0015093,-1.15521264992094,Down,SHSP domain-containing protein,0042542,response to hydrogen peroxide,0.769130490127
190,Trip19,Td00001aa016005_T001,OG0015093,-1.15521264992094,Down,SHSP domain-containing protein,0051259,protein complex oligomerization,0.733637983477
190,Trip19,Td00001aa016005_T001,OG0015093,-1.15521264992094,Down,SHSP domain-containing protein,0009408,response to heat,0.725783482671
190,Trip19,Td00001aa016005_T001,OG0015093,-1.15521264992094,Down,SHSP domain-containing protein,0006457,protein folding,0.675980444948
191,Trip19,Td00001aa025171_T003,OG0005405,-1.15521264992094,Down,Methyl binding domain115,NA,NA,NA
192,Trip19,Td00001aa029010_T001,OG0023556,-1.15521264992094,Down,"Protein RETICULATA, chloroplastic",0099402,plant organ development,0.779679685292
193,Trip19,Td00001aa019447_T001,OG0016587,-1.15842936260448,Down,Peroxidase,0042744,hydrogen peroxide catabolic process,0.748279445785
193,Trip19,Td00001aa019447_T001,OG0016587,-1.15842936260448,Down,Peroxidase,0006979,response to oxidative stress,0.69195560284
193,Trip19,Td00001aa019447_T001,OG0016587,-1.15842936260448,Down,Peroxidase,0098869,cellular oxidant detoxification,0.688739511673
194,Trip19,Td00001aa002186_T003,OG0025960,-1.16165326347877,Down,"Short-chain dehydrogenase TIC 32, chloroplastic",NA,NA,NA
195,Trip19,Td00001aa001700_T002,OG0021725,-1.16488438474178,Down,Tetraspanin-8,0009734,auxin-activated signaling pathway,0.79017522492
195,Trip19,Td00001aa001700_T002,OG0021725,-1.16488438474178,Down,Tetraspanin-8,0006811,monoatomic ion transport,0.374743275901
196,Trip19,Td00001aa023115_T002,OG0001998,-1.16812275880833,Down,Putative MYB DNA-binding domain superfamily protein,0009739,response to gibberellin,0.560474299671
196,Trip19,Td00001aa023115_T002,OG0001998,-1.16812275880833,Down,Putative MYB DNA-binding domain superfamily protein,0009723,response to ethylene,0.545087551887
197,Trip19,Td00001aa024392_T003,OG0017553,-1.17136841831198,Down,Glutamate dehydrogenase,0006538,glutamate catabolic process,0.778726459304
197,Trip19,Td00001aa024392_T003,OG0017553,-1.17136841831198,Down,Glutamate dehydrogenase,0006995,cellular response to nitrogen starvation,0.486706259123
197,Trip19,Td00001aa024392_T003,OG0017553,-1.17136841831198,Down,Glutamate dehydrogenase,1901698,response to nitrogen compound,0.349932547054
198,Trip19,Td00001aa005972_T003,OG0021215,-1.17788172527066,Down,Lipoxygenase,0031408,oxylipin biosynthetic process,0.835013656703
198,Trip19,Td00001aa005972_T003,OG0021215,-1.17788172527066,Down,Lipoxygenase,0034440,lipid oxidation,0.728073746466
198,Trip19,Td00001aa005972_T003,OG0021215,-1.17788172527066,Down,Lipoxygenase,0006633,fatty acid biosynthetic process,0.683270604516
199,Trip19,Td00001aa010582_T001,OG0024018,-1.17788172527066,Down,Lysosomal Pro-X carboxypeptidase,0006508,proteolysis,0.605204120408
199,Trip19,Td00001aa010582_T001,OG0024018,-1.17788172527066,Down,Lysosomal Pro-X carboxypeptidase,0009987,cellular process,0.397288949574
200,Trip19,Td00001aa036572_T002,OG0000060,-1.17788172527066,Down,E2 ubiquitin-conjugating protein UBC5,NA,NA,NA
201,Trip19,Td00001aa024155_T001,OG0014844,-1.19099722506091,Down,Protein DEFECTIVE IN EXINE FORMATION 1,0010584,pollen exine formation,0.634147412361
202,Trip19,Td00001aa024999_T001,OG0010125,-1.19099722506091,Down,Thioesterase domain-containing protein,NA,NA,NA
203,Trip19,Td00001aa028539_T001,OG0010346,-1.19429481516149,Down,Polygalacturonase QRT3,NA,NA,NA
204,Trip19,Td00001aa028811_T001,OG0013077,-1.19429481516149,Down,alpha-L-fucosidase,0016139,glycoside catabolic process,0.766458030609
204,Trip19,Td00001aa028811_T001,OG0013077,-1.19429481516149,Down,alpha-L-fucosidase,0006004,fucose metabolic process,0.745345145781
204,Trip19,Td00001aa028811_T001,OG0013077,-1.19429481516149,Down,alpha-L-fucosidase,1903601,thermospermine metabolic process,0.405410753172
204,Trip19,Td00001aa028811_T001,OG0013077,-1.19429481516149,Down,alpha-L-fucosidase,0046208,spermine catabolic process,0.404043602364
204,Trip19,Td00001aa028811_T001,OG0013077,-1.19429481516149,Down,alpha-L-fucosidase,0009987,cellular process,0.39772490144
205,Trip19,Td00001aa014983_T003,NA,-1.19759995988516,Down,Glutathione peroxidase,0006979,response to oxidative stress,0.696082191255
205,Trip19,Td00001aa014983_T003,NA,-1.19759995988516,Down,Glutathione peroxidase,0098869,cellular oxidant detoxification,0.688738084921
205,Trip19,Td00001aa014983_T003,NA,-1.19759995988516,Down,Glutathione peroxidase,0006397,mRNA processing,0.377281989923
205,Trip19,Td00001aa014983_T003,NA,-1.19759995988516,Down,Glutathione peroxidase,0009793,embryo development ending in seed dormancy,0.355447194675
206,Trip19,Td00001aa032602_T001,OG0014368,-1.19759995988516,Down,Putative calcium-binding protein CML7,NA,NA,NA
207,Trip19,Td00001aa006364_T001,OG0021930,-1.200912693926,Down,PHD finger protein ALFIN-LIKE,0006325,chromatin organization,0.685343780276
207,Trip19,Td00001aa006364_T001,OG0021930,-1.200912693926,Down,PHD finger protein ALFIN-LIKE,0006355,regulation of DNA-templated transcription,0.573803831999
208,Trip19,Td00001aa007007_T001,OG0006151,-1.200912693926,Down,C2 domain-containing protein,0009738,abscisic acid-activated signaling pathway,0.813951070859
208,Trip19,Td00001aa007007_T001,OG0006151,-1.200912693926,Down,C2 domain-containing protein,1901002,positive regulation of response to salt stress,0.733255332384
208,Trip19,Td00001aa007007_T001,OG0006151,-1.200912693926,Down,C2 domain-containing protein,1900426,positive regulation of defense response to bacterium,0.714608927819
208,Trip19,Td00001aa007007_T001,OG0006151,-1.200912693926,Down,C2 domain-containing protein,0009651,response to salt stress,0.638385580056
208,Trip19,Td00001aa007007_T001,OG0006151,-1.200912693926,Down,C2 domain-containing protein,0009611,response to wounding,0.63204479617
209,Trip19,Td00001aa015624_T001,OG0022996,-1.200912693926,Down,Pyruvate kinase,0006096,glycolytic process,0.692681575526
209,Trip19,Td00001aa015624_T001,OG0022996,-1.200912693926,Down,Pyruvate kinase,0015979,photosynthesis,0.520604510474
210,Trip19,Td00001aa006485_T001,OG0011661,-1.20756106993536,Down,VAMP protein SEC22,0098542,defense response to other organism,0.697004060688
211,Trip19,Td00001aa000669_T001,OG0009203,-1.21424022557299,Down,Glycosyltransferase,NA,NA,NA
212,Trip19,Td00001aa012353_T001,OG0002521,-1.22095044716254,Down,WEB family protein chloroplastic,0140527,reciprocal homologous recombination,0.780030764454
212,Trip19,Td00001aa012353_T001,OG0002521,-1.22095044716254,Down,WEB family protein chloroplastic,0007127,meiosis I,0.772258475983
213,Trip19,Td00001aa016231_T002,NA,-1.22095044716254,Down,Putative non-specific protein-tyrosine kinase RLK-Pelle-RLCK-XV family,NA,NA,NA
214,Trip19,Td00001aa017188_T002,OG0015293,-1.22431729826094,Down,High mobility group box protein2,NA,NA,NA
215,Trip19,Td00001aa017416_T001,OG0023680,-1.22431729826094,Down,Peptidase A1 domain-containing protein,0006508,proteolysis,0.606625465637
215,Trip19,Td00001aa017416_T001,OG0023680,-1.22431729826094,Down,Peptidase A1 domain-containing protein,0009987,cellular process,0.397726883209
216,Trip19,Td00001aa018921_T001,OG0018931,-1.22431729826094,Down,Pyrrolidone-carboxylate peptidase,0006508,proteolysis,0.606624094382
216,Trip19,Td00001aa018921_T001,OG0018931,-1.22431729826094,Down,Pyrrolidone-carboxylate peptidase,0009987,cellular process,0.397726460709
217,Trip19,Td00001aa003648_T002,OG0009861,-1.23446525363702,Down,Nucleobase-ascorbate transporter 6,0055085,transmembrane transport,0.544572650124
218,Trip19,Td00001aa023759_T001,OG0014466,-1.23446525363702,Down,Centrosomal protein of 135 kDa-like protein,NA,NA,NA
219,Trip19,Td00001aa043628_T001,OG0003852,-1.23446525363702,Down,NA,NA,NA,NA
220,Trip19,Td00001aa000821_T001,OG0006902,-1.24127043154214,Down,X8 domain-containing protein,0005975,carbohydrate metabolic process,0.600666405886
220,Trip19,Td00001aa000821_T001,OG0006902,-1.24127043154214,Down,X8 domain-containing protein,0009987,cellular process,0.397727185408
220,Trip19,Td00001aa000821_T001,OG0006902,-1.24127043154214,Down,X8 domain-containing protein,0010150,leaf senescence,0.370369416389
221,Trip19,Td00001aa009152_T001,OG0003417,-1.24127043154214,Down,TFIIS N-terminal domain-containing protein,0009742,brassinosteroid mediated signaling pathway,0.838945346567
221,Trip19,Td00001aa009152_T001,OG0003417,-1.24127043154214,Down,TFIIS N-terminal domain-containing protein,0032784,regulation of DNA-templated transcription elongation,0.749574889141
222,Trip19,Td00001aa007038_T001,OG0005980,-1.2446850959549,Down,Aspartic proteinase oryzasin-1,0006508,proteolysis,0.606625750788
222,Trip19,Td00001aa007038_T001,OG0005980,-1.2446850959549,Down,Aspartic proteinase oryzasin-1,0006629,lipid metabolic process,0.572716660509
222,Trip19,Td00001aa007038_T001,OG0005980,-1.2446850959549,Down,Aspartic proteinase oryzasin-1,0051604,protein maturation,0.441198394679
223,Trip19,Td00001aa012301_T003,NA,-1.2446850959549,Down,Ubiquitin-specific protease family C19-related protein,0006508,proteolysis,0.379532436441
223,Trip19,Td00001aa012301_T003,NA,-1.2446850959549,Down,Ubiquitin-specific protease family C19-related protein,0009987,cellular process,0.32775677764
224,Trip19,Td00001aa015117_T001,OG0021411,-1.2446850959549,Down,Phospho-2-dehydro-3-deoxyheptonate aldolase,0009073,aromatic amino acid family biosynthetic process,0.680090488195
224,Trip19,Td00001aa015117_T001,OG0021411,-1.2446850959549,Down,Phospho-2-dehydro-3-deoxyheptonate aldolase,0009423,chorismate biosynthetic process,0.679170137152
224,Trip19,Td00001aa015117_T001,OG0021411,-1.2446850959549,Down,Phospho-2-dehydro-3-deoxyheptonate aldolase,0008652,amino acid biosynthetic process,0.625669465331
224,Trip19,Td00001aa015117_T001,OG0021411,-1.2446850959549,Down,Phospho-2-dehydro-3-deoxyheptonate aldolase,0010597,green leaf volatile biosynthetic process,0.359016921484
224,Trip19,Td00001aa015117_T001,OG0021411,-1.2446850959549,Down,Phospho-2-dehydro-3-deoxyheptonate aldolase,0030488,tRNA methylation,0.342762559348
225,Trip19,Td00001aa005911_T002,OG0016916,-1.25153876699596,Down,Amidohydrolase-related domain-containing protein,NA,NA,NA
226,Trip19,Td00001aa024012_T001,OG0017537,-1.25153876699596,Down,Transferring glycosyl group transferase,NA,NA,NA
227,Trip19,Td00001aa013578_T001,OG0007876,-1.2584251525812,Down,Polygalacturonase,0005975,carbohydrate metabolic process,0.600664769817
227,Trip19,Td00001aa013578_T001,OG0007876,-1.2584251525812,Down,Polygalacturonase,0009987,cellular process,0.397726671165
227,Trip19,Td00001aa013578_T001,OG0007876,-1.2584251525812,Down,Polygalacturonase,0008610,lipid biosynthetic process,0.342686340553
228,Trip19,Td00001aa022922_T003,OG0018759,-1.26188071121742,Down,Probable leucine-rich repeat receptor-like protein kinase At5g49770,NA,NA,NA
229,Trip19,Td00001aa009575_T001,OG0000017,-1.2688167584278,Down,Tubulin beta chain,0007017,microtubule-based process,0.693292573451
229,Trip19,Td00001aa009575_T001,OG0000017,-1.2688167584278,Down,Tubulin beta chain,0007010,cytoskeleton organization,0.67546762038
229,Trip19,Td00001aa009575_T001,OG0000017,-1.2688167584278,Down,Tubulin beta chain,0000278,mitotic cell cycle,0.456999621644
229,Trip19,Td00001aa009575_T001,OG0000017,-1.2688167584278,Down,Tubulin beta chain,0043461,proton-transporting ATP synthase complex assembly,0.356538642374
230,Trip19,Td00001aa039970_T008,OG0007874,-1.27578631324264,Down,non-specific serine/threonine protein kinase,NA,NA,NA
231,Trip19,Td00001aa038271_T001,OG0008355,-1.2827897009804,Down,Transmembrane 9 superfamily member,0072657,protein localization to membrane,0.669924465787
232,Trip19,Td00001aa025510_T002,OG0008114,-1.28982725172034,Down,Ferulate 5-hydroxylase,NA,NA,NA
233,Trip19,Td00001aa014781_T002,OG0000597,-1.29335894269059,Down,DOG1 domain-containing protein,0006351,DNA-templated transcription,0.646840237417
233,Trip19,Td00001aa014781_T002,OG0000597,-1.29335894269059,Down,DOG1 domain-containing protein,0006355,regulation of DNA-templated transcription,0.559609350365
233,Trip19,Td00001aa014781_T002,OG0000597,-1.29335894269059,Down,DOG1 domain-containing protein,0006952,defense response,0.552952681933
233,Trip19,Td00001aa014781_T002,OG0000597,-1.29335894269059,Down,DOG1 domain-containing protein,0009617,response to bacterium,0.452108792686
233,Trip19,Td00001aa014781_T002,OG0000597,-1.29335894269059,Down,DOG1 domain-containing protein,1902680,positive regulation of RNA biosynthetic process,0.43008646902
234,Trip19,Td00001aa034727_T001,OG0007696,-1.30044836747691,Down,Lipid binding protein,NA,NA,NA
235,Trip19,Td00001aa038427_T005,NA,-1.30044836747691,Down,Polyamine oxidase,0046208,spermine catabolic process,0.804807264173
235,Trip19,Td00001aa038427_T005,NA,-1.30044836747691,Down,Polyamine oxidase,1903602,thermospermine catabolic process,0.643349069982
235,Trip19,Td00001aa038427_T005,NA,-1.30044836747691,Down,Polyamine oxidase,0046203,spermidine catabolic process,0.44401792909
235,Trip19,Td00001aa038427_T005,NA,-1.30044836747691,Down,Polyamine oxidase,0009987,cellular process,0.396194309149
236,Trip19,Td00001aa030292_T001,OG0021482,-1.3040061868901,Down,Peroxidase,0042744,hydrogen peroxide catabolic process,0.755077252724
236,Trip19,Td00001aa030292_T001,OG0021482,-1.3040061868901,Down,Peroxidase,0006979,response to oxidative stress,0.697890252989
236,Trip19,Td00001aa030292_T001,OG0021482,-1.3040061868901,Down,Peroxidase,0098869,cellular oxidant detoxification,0.688737300783
237,Trip19,Td00001aa025021_T003,OG0022616,-1.31114825613412,Down,Nitrate transporter,0055085,transmembrane transport,0.544565336369
238,Trip19,Td00001aa036466_T004,OG0000937,-1.31473259348316,Down,glycerophosphodiester phosphodiesterase,0006071,glycerol metabolic process,0.743583093288
238,Trip19,Td00001aa036466_T004,OG0000937,-1.31473259348316,Down,glycerophosphodiester phosphodiesterase,0006629,lipid metabolic process,0.604934861402
238,Trip19,Td00001aa036466_T004,OG0000937,-1.31473259348316,Down,glycerophosphodiester phosphodiesterase,0009987,cellular process,0.397727305003
239,Trip19,Td00001aa037166_T003,OG0000579,-1.31473259348316,Down,KEN domain-containing protein,NA,NA,NA
240,Trip19,Td00001aa031593_T001,OG0001173,-1.32192809488736,Down,Transcription factor CBF/NF-Y/archaeal histone domain-containing protein,0006357,regulation of transcription by RNA polymerase II,0.641197112562
241,Trip19,Td00001aa003768_T001,OG0012580,-1.32915966411844,Down,Transmembrane 9 superfamily member,0072657,protein localization to membrane,0.671499921087
241,Trip19,Td00001aa003768_T001,OG0012580,-1.32915966411844,Down,Transmembrane 9 superfamily member,0009558,embryo sac cellularization,0.367649021447
241,Trip19,Td00001aa003768_T001,OG0012580,-1.32915966411844,Down,Transmembrane 9 superfamily member,0009960,endosperm development,0.361762797011
241,Trip19,Td00001aa003768_T001,OG0012580,-1.32915966411844,Down,Transmembrane 9 superfamily member,0009793,embryo development ending in seed dormancy,0.356491185377
242,Trip19,Td00001aa027648_T001,OG0000047,-1.33278908751913,Down,Tubulin alpha chain,0007017,microtubule-based process,0.693292483007
242,Trip19,Td00001aa027648_T001,OG0000047,-1.33278908751913,Down,Tubulin alpha chain,0007010,cytoskeleton organization,0.681241955234
242,Trip19,Td00001aa027648_T001,OG0000047,-1.33278908751913,Down,Tubulin alpha chain,0000278,mitotic cell cycle,0.446015016857
242,Trip19,Td00001aa027648_T001,OG0000047,-1.33278908751913,Down,Tubulin alpha chain,0071258,cellular response to gravity,0.375253793039
243,Trip19,Td00001aa031102_T001,OG0000116,-1.33278908751913,Down,Calmodulin-7 isoform X1,NA,NA,NA
244,Trip19,Td00001aa034720_T001,OG0015558,-1.33642766458248,Down,Glycosyltransferases,0010417,glucuronoxylan biosynthetic process,0.838198718135
244,Trip19,Td00001aa034720_T001,OG0015558,-1.33642766458248,Down,Glycosyltransferases,0009834,plant-type secondary cell wall biogenesis,0.808249800356
244,Trip19,Td00001aa034720_T001,OG0015558,-1.33642766458248,Down,Glycosyltransferases,0071555,cell wall organization,0.676754820245
244,Trip19,Td00001aa034720_T001,OG0015558,-1.33642766458248,Down,Glycosyltransferases,0016197,endosomal transport,0.349956274745
244,Trip19,Td00001aa034720_T001,OG0015558,-1.33642766458248,Down,Glycosyltransferases,0006897,endocytosis,0.346394061318
245,Trip19,Td00001aa032796_T001,OG0007580,-1.34739878240348,Down,Peroxidase,0042744,hydrogen peroxide catabolic process,0.755079944352
245,Trip19,Td00001aa032796_T001,OG0007580,-1.34739878240348,Down,Peroxidase,0006979,response to oxidative stress,0.697892602846
245,Trip19,Td00001aa032796_T001,OG0007580,-1.34739878240348,Down,Peroxidase,0098869,cellular oxidant detoxification,0.688739595938
246,Trip19,Td00001aa014847_T001,OG0016532,-1.35107444054688,Down,Receptor-like protein kinase FERONIA,0010483,pollen tube reception,0.439726186861
246,Trip19,Td00001aa014847_T001,OG0016532,-1.35107444054688,Down,Receptor-like protein kinase FERONIA,0010118,stomatal movement,0.428254910358
246,Trip19,Td00001aa014847_T001,OG0016532,-1.35107444054688,Down,Receptor-like protein kinase FERONIA,0009788,negative regulation of abscisic acid-activated signaling pathway,0.42010895949
246,Trip19,Td00001aa014847_T001,OG0016532,-1.35107444054688,Down,Receptor-like protein kinase FERONIA,0009741,response to brassinosteroid,0.414811311452
246,Trip19,Td00001aa014847_T001,OG0016532,-1.35107444054688,Down,Receptor-like protein kinase FERONIA,0048364,root development,0.411179429138
246,Trip19,Td00001aa014847_T001,OG0016532,-1.35107444054688,Down,Receptor-like protein kinase FERONIA,0030308,negative regulation of cell growth,0.410341256891
246,Trip19,Td00001aa014847_T001,OG0016532,-1.35107444054688,Down,Receptor-like protein kinase FERONIA,0032922,circadian regulation of gene expression,0.410066347456
246,Trip19,Td00001aa014847_T001,OG0016532,-1.35107444054688,Down,Receptor-like protein kinase FERONIA,0009723,response to ethylene,0.408176815439
246,Trip19,Td00001aa014847_T001,OG0016532,-1.35107444054688,Down,Receptor-like protein kinase FERONIA,0050832,defense response to fungus,0.406902249981
246,Trip19,Td00001aa014847_T001,OG0016532,-1.35107444054688,Down,Receptor-like protein kinase FERONIA,0009791,post-embryonic development,0.401257970842
246,Trip19,Td00001aa014847_T001,OG0016532,-1.35107444054688,Down,Receptor-like protein kinase FERONIA,0006338,chromatin remodeling,0.360931260854
247,Trip19,Td00001aa037706_T001,OG0017836,-1.35107444054688,Down,Cysteine synthase,0006535,cysteine biosynthetic process from serine,0.761627663475
247,Trip19,Td00001aa037706_T001,OG0017836,-1.35107444054688,Down,Cysteine synthase,0006508,proteolysis,0.333042516344
248,Trip19,Td00001aa018430_T003,OG0017005,-1.35475948735473,Down,4-coumarate--CoA ligase,0009698,phenylpropanoid metabolic process,0.789453661935
