"protein_id","Checked","Master","Description","Coverage","Peptides","PSMs","AAs","Modifications","Abundance_Ratio_Winter_Summer","pval_Winter_Summer","adj_pval_Winter_Summer","Abundance_Grouped_Summer","Abundance_Grouped_Winter","Abundance_Grouped_CV_Summer","Abundance_Grouped_CV_Winter","Abundance_Ag-1_Summer","Abundance_Ag-2_Summer","Abundance_Ag-3_Summer","Abundance_Ag-1_Winter","Abundance_Ag-2_Winter","Abundance_Ag-3_Winter","Abundances_Normalized_Ag-1_Summer","Abundances_Normalized_Ag-2_Summer","Abundances_Normalized_Ag-3_Summer","Abundances_Normalized_Ag-1_Winter","Abundances_Normalized_Ag-2_Winter","Abundances_Normalized_Ag-3_Winter","Found_in_Sample_S3_Ag-1_Summer","Found_in_Sample_S6_Ag-2_Summer","Found_in_Sample_S9_Ag-3_Summer","Found_in_Sample_S2_Ag-1_Winter","Found_in_Sample_S5_Ag-2_Winter","Found_in_Sample_S8_Ag-3_Winter"
"Ag00001aa002927_T001",TRUE,"Master Protein","Ag00001aa002927_T001",9,4,6,526,NA,0.657,0.776676053582795,1,85.5,56.1,24.11,6.6,135,195.9,122.8,43.8,79.4,63,210.9,195.9,129.8,129.2,128.7,114.7,"High","High","High","High","High","High"
"Ag00001aa009838_T001",TRUE,"Master Protein","Ag00001aa009838_T001",26,4,7,164,NA,1.212,0.960347818153506,1,142,172.1,19.51,82.29,222.3,419.3,485.5,172.3,181.5,801.5,347.3,419.3,513.3,508.2,294.2,1459.8,"High","High","High","High","High","High"
"Ag00001aa081371_T001",TRUE,"Master Protein","Ag00001aa081371_T001",7,2,7,394,NA,0.88,0.6904133708811,1,197.9,174.1,27.93,21.46,27.7,51.3,69.5,15.3,27.9,16.6,43.3,51.3,73.5,45.1,45.2,30.2,"High","High","High","High","High","High"
"Ag00001aa064543_T002",TRUE,"Master Protein","Ag00001aa064543_T002",15,3,4,279,NA,1.198,0.279311732537602,0.754179448200753,58.6,70.2,5.66,14.02,136.1,198.9,179.8,80.8,173,116.8,212.6,198.9,190.1,238.3,280.4,212.7,"High","High","High","High","High","High"
"Ag00001aa157643_T001",TRUE,"Master Protein","Ag00001aa157643_T001",14,2,8,155,NA,0.68,0.00569577525648912,0.0548346824774358,97.1,66.1,9.5,10.13,205.1,264.8,276.8,73.8,122.8,97.5,320.4,264.8,292.7,217.7,199,177.6,"High","High","High","High","High","High"
"Ag00001aa096883_T004",TRUE,"Master Protein","Ag00001aa096883_T004",7,4,5,998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa071026_T001",TRUE,"Master Protein","Ag00001aa071026_T001",4,3,7,776,NA,1.09,0.515609085585602,1,39.1,42.6,6.91,9.36,33.3,54.6,45,18,35,35,52,54.6,47.6,53.1,56.7,63.7,"High","High","High","High","High","High"
"Ag00001aa053985_T001",TRUE,"Master Protein","Ag00001aa053985_T001",14,3,4,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa064245_T001",TRUE,"Master Protein","Ag00001aa064245_T001",17,3,4,222,NA,0.86,0.553843011531904,1,105.2,90.6,5.06,4.31,69.7,102.8,107.6,29.5,57.8,51.6,108.9,102.8,113.8,87,93.7,94,"High","High","High","High","High","High"
"Ag00001aa123006_T001",TRUE,"Master Protein","Ag00001aa123006_T001",21,3,8,222,NA,1.037,0.997389663329096,1,29.7,30.8,25.52,15.81,14.8,35,36.9,10,22.4,22.3,23.1,35,39,29.5,36.3,40.6,"High","High","High","High","High","High"
"Ag00001aa008956_T001",TRUE,"Master Protein","Ag00001aa008956_T001",28,5,8,170,NA,0.533,0.00596687819936548,0.0565779060288865,184.2,98.2,24.54,14.6,262.3,359.1,538,74.1,110.6,132.1,409.8,359.1,568.8,218.5,179.3,240.6,"High","High","High","High","High","High"
"Ag00001aa086292_T001",TRUE,"Master Protein","Ag00001aa086292_T001",14,4,7,419,NA,0.985,0.994141577309153,1,114.1,112.4,17,9.82,141.8,201.1,262.7,80.8,120.7,119.8,221.5,201.1,277.7,238.3,195.6,218.2,"High","High","High","High","High","High"
"Ag00001aa024085_T001",TRUE,"Master Protein","Ag00001aa024085_T001",12,4,4,384,NA,0.651,0.00278443078294255,0.039524731036781,164.1,106.8,9.41,8.33,107.4,187.3,191.7,45.8,70.8,66.9,167.8,187.3,202.7,135.1,114.8,121.8,"High","High","High","High","High","High"
"Ag00001aa090760_T001",TRUE,"Master Protein","Ag00001aa090760_T001",20,4,5,314,NA,1.171,0.69335581132396,1,117.2,137.2,11.32,13.18,322.5,454.2,379.5,180.4,271.8,314.7,503.8,454.2,401.2,532.1,440.6,573.2,"High","High","High","High","High","High"
"Ag00001aa055469_T001",TRUE,"Master Protein","Ag00001aa055469_T001",15,4,8,349,NA,1.414,0.00569606964176528,0.0548346824774358,71.8,101.5,10.46,24,125.5,159.7,176.8,124.7,145.5,145.1,196.1,159.7,186.9,367.8,235.8,264.3,"High","High","High","High","High","High"
"Ag00001aa030818_T001",TRUE,"Master Protein","Ag00001aa030818_T001",30,4,4,150,"Met-loss [N-Term]",0.972,0.76110647346895,1,69.8,67.9,19.29,8.13,68,102.1,135.4,36.4,56.5,56.7,106.2,102.1,143.2,107.4,91.6,103.3,"High","High","High","High","High","High"
"Ag00001aa107003_T001",TRUE,"Master Protein","Ag00001aa107003_T001",13,4,8,353,NA,1.404,0.32325818017763,0.824261919254675,88.4,124.1,11.58,9.32,44,62,51.5,25.6,53.7,49.7,68.7,62,54.4,75.5,87,90.5,"High","High","High","High","High","High"
"Ag00001aa000452_T001",TRUE,"Master Protein","Ag00001aa000452_T001",17,4,4,466,NA,1.54,0.446547025531145,0.989478980343197,123.6,190.4,23.83,39.83,49.7,112.6,119.6,58.8,71.5,143.3,77.6,112.6,126.4,173.4,115.9,261,"High","High","High","High","High","High"
"Ag00001aa031328_T002",TRUE,"Master Protein","Ag00001aa031328_T002",7,3,4,419,NA,0.713,0.984178754238935,1,38.1,27.2,11.48,44.94,14.2,17.8,20.3,9.7,7.9,8.4,22.2,17.8,21.5,28.6,12.8,15.3,"High","High","High","High","High","High"
"Ag00001aa041105_T001",TRUE,"Master Protein","Ag00001aa041105_T001",5,2,4,524,NA,1.571,0.108248602893742,0.397752610632873,84.5,132.7,9.79,20.98,29.4,55.9,48.1,18.9,49.3,46.3,45.9,55.9,50.9,55.7,79.9,84.3,"High","High","High","High","High","High"
"Ag00001aa058386_T002",TRUE,"Master Protein","Ag00001aa058386_T002",16,3,5,351,NA,1.091,0.474301605743448,1,94.6,103.2,10.79,8.47,23.6,35.5,28.3,14.4,23.9,19.7,36.9,35.5,29.9,42.5,38.7,35.9,"High","High","High","High","High","High"
"Ag00001aa151548_T001",TRUE,"Master Protein","Ag00001aa151548_T001",9,5,8,781,NA,1.042,0.999949043883701,1,158.1,164.8,13.21,27.8,58.7,96.8,110.8,34.2,43.6,69,91.7,96.8,117.1,100.9,70.7,125.7,"High","High","High","High","High","High"
"Ag00001aa070339_T001",TRUE,"Master Protein","Ag00001aa070339_T001",6,3,6,398,NA,1.094,0.867862939049317,1,34,37.2,14.68,18.97,28.6,58.9,45.5,23.7,30.7,28.9,44.7,58.9,48.1,69.9,49.8,52.6,"High","High","High","High","High","High"
"Ag00001aa010516_T001",TRUE,"Master Protein","Ag00001aa010516_T001",8,3,5,371,NA,0.851,0.974487240747634,1,41.1,35,15.98,3.83,39.6,58.3,42.7,17.4,30.6,26.1,61.9,58.3,45.1,51.3,49.6,47.5,"High","High","High","High","High","High"
"Ag00001aa030234_T001",TRUE,"Master Protein","Ag00001aa030234_T001",18,3,4,112,NA,0.339,0.0238339072293541,0.151360787469534,80.4,27.2,34.3,52.98,29,37.9,67.7,5.2,7.7,17.6,45.3,37.9,71.6,15.3,12.5,32.1,"High","High","High","High","High","High"
"Ag00001aa093445_T001",TRUE,"Master Protein","Ag00001aa093445_T001",13,2,5,224,NA,0.812,0.228394410954626,0.660298520076428,85.9,69.7,19.16,19.2,77.7,120.4,157,33.4,61.7,38.2,121.4,120.4,166,98.5,100,69.6,"High","High","High","High","High","High"
"Ag00001aa020140_T001",TRUE,"Master Protein","Ag00001aa020140_T001",15,5,6,505,NA,0.594,5.09941352110355e-05,0.00405066224729559,125.2,74.4,9.27,11.72,225.9,338.5,381.1,66.5,129.3,134.7,352.9,338.5,402.9,196.1,209.6,245.3,"High","High","High","High","High","High"
"Ag00001aa041954_T001",TRUE,"Master Protein","Ag00001aa041954_T001",24,4,5,198,NA,1.47,0.19118898891505,0.585591124043654,30.9,45.4,9.36,25.13,23,30.1,29.8,15.7,37.6,20.3,35.9,30.1,31.5,46.3,60.9,37,"High","High","High","High","High","High"
"Ag00001aa090750_T001",TRUE,"Master Protein","Ag00001aa090750_T001",13,3,4,277,NA,1.01,0.997625170674018,1,76,76.7,2.57,8.39,69.6,110.4,108.1,39.3,60.7,61.2,108.7,110.4,114.3,115.9,98.4,111.5,"High","High","High","High","High","High"
"Ag00001aa012158_T001",TRUE,"Master Protein","Ag00001aa012158_T001",11,4,6,528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa092670_T002",TRUE,"Master Protein","Ag00001aa092670_T002",7,4,5,448,NA,1.299,0.0670226801486711,0.296461221901847,95.6,124.2,5.29,7.5,88.9,152.6,144,69.3,109,108.6,138.9,152.6,152.2,204.4,176.7,197.8,"High","High","High","High","High","High"
"Ag00001aa147144_T001",TRUE,"Master Protein","Ag00001aa147144_T001",13,4,5,284,NA,0.785,0.0912588669616394,0.360774412022413,140.3,110.1,19.48,21.73,55.6,92.7,116.8,16.8,44.9,41.6,86.9,92.7,123.5,49.5,72.8,75.8,"High","High","High","High","High","High"
"Ag00001aa000044_T001",TRUE,"Master Protein","Ag00001aa000044_T001",8,2,5,394,NA,0.755,0.565974925201602,1,43.4,32.8,9.88,10.73,19,36.2,31.4,8.5,14.3,15.7,29.7,36.2,33.2,25.1,23.2,28.6,"High","High","High","High","High","High"
"Ag00001aa148972_T001",TRUE,"Master Protein","Ag00001aa148972_T001",14,3,9,199,NA,0.818,0.0277856343205346,0.164591244488091,97.3,79.6,5.56,1.93,288.3,433.4,457.1,122,227.2,205.3,450.4,433.4,483.3,359.8,368.3,373.9,"High","High","High","High","High","High"
"Ag00001aa154356_T004",TRUE,"Master Protein","Ag00001aa154356_T004",8,4,4,586,NA,0.928,0.922398039821029,1,95.8,89,13.16,3.89,24.7,47.4,35.5,11.6,22.1,20.3,38.6,47.4,37.5,34.2,35.8,37,"High","High","High","High","High","High"
"Ag00001aa116929_T001",TRUE,"Master Protein","Ag00001aa116929_T001",14,4,6,403,NA,0.668,0.00109034460605284,0.0223282346505309,165,110.2,1.32,7.6,191.5,297.9,288.8,65.5,123.3,122.4,299.2,297.9,305.3,193.2,199.9,222.9,"High","High","High","High","High","High"
"Ag00001aa021912_T001",TRUE,"Master Protein","Ag00001aa021912_T001",11,3,3,501,NA,0.874,0.840318757701631,1,31.3,27.4,33.3,41.5,8.9,11.4,20.2,5.6,7.5,3.7,13.9,11.4,21.4,16.5,12.2,6.7,"High","High","High","High","High","High"
"Ag00001aa029242_T001",TRUE,"Master Protein","Ag00001aa029242_T001",6,2,4,564,NA,0.905,0.775788790436825,1,116.7,105.7,4.18,7.18,56.2,81.1,78.2,28,44.4,41.1,87.8,81.1,82.7,82.6,72,74.9,"High","High","High","High","High","High"
"Ag00001aa008083_T001",TRUE,"Master Protein","Ag00001aa008083_T001",13,2,3,225,NA,0.769,0.429280630085824,0.964824423364265,142.6,109.6,21.35,14.79,47.7,93.4,108.5,27.4,44.3,32.9,74.5,93.4,114.7,80.8,71.8,59.9,"High","High","High","High","High","High"
"Ag00001aa093869_T001",TRUE,"Master Protein","Ag00001aa093869_T001",37,3,5,90,"Met-loss [N-Term]",0.683,0.531007403723017,1,218.3,149.2,17.6,31.87,44.6,86.1,94.2,21.6,36.3,18.1,69.7,86.1,99.6,63.7,58.8,33,"High","High","High","High","High","High"
"Ag00001aa104359_T001",TRUE,"Master Protein","Ag00001aa104359_T001",7,2,6,320,NA,1.12,0.999999356982979,1,98.4,110.2,13.62,10.85,71.7,111.9,133,43.8,64.8,68.9,112,111.9,140.6,129.2,105,125.5,"High","High","High","High","High","High"
"Ag00001aa047131_T001",TRUE,"Master Protein","Ag00001aa047131_T001",8,4,5,684,NA,0.615,0.00314246825170528,0.0423729216539731,176,108.2,9.54,8.7,159,205.2,213.5,41.6,85.6,80,248.4,205.2,225.7,122.7,138.7,145.7,"High","High","High","High","High","High"
"Ag00001aa060062_T003",TRUE,"Master Protein","Ag00001aa060062_T003",16,3,5,333,"Met-loss [N-Term]",0.994,0.999952576240481,1,110.8,110.1,13.75,13.89,117.8,154.3,133.5,60.9,84.2,84.2,184,154.3,141.1,179.6,136.5,153.4,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found"
"Ag00001aa052591_T001",TRUE,"Master Protein","Ag00001aa052591_T001",21,4,8,306,NA,1.325,0.354101549299129,0.864367076482928,111.5,147.7,1.11,14.5,185,285.3,275.9,129.8,185.7,218.7,289,285.3,291.7,382.8,301,398.3,"High","High","High","High","High","High"
"Ag00001aa061239_T002",TRUE,"Master Protein","Ag00001aa061239_T002",6,4,5,961,NA,0.567,0.0377753422651212,0.203720572437936,106,60.1,23.24,16.99,68.3,92.5,62.6,15.1,38.6,28.8,106.7,92.5,66.2,44.5,62.6,52.5,"High","High","High","High","High","High"
"Ag00001aa001397_T001",TRUE,"Master Protein","Ag00001aa001397_T001",7,3,4,732,NA,0.907,0.986729596878788,1,152.7,138.5,4.17,5.57,103,170.3,165.2,52.3,95.3,93.2,160.9,170.3,174.7,154.3,154.5,169.7,"High","High","High","High","High","High"
"Ag00001aa005791_T001",TRUE,"Master Protein","Ag00001aa005791_T001",19,4,4,257,NA,2.15,0.248761572072253,0.698949367310445,39.7,85.3,12.16,43.22,36.3,59.8,67.3,43.6,82.4,28.9,56.7,59.8,71.2,128.6,133.6,52.6,"High","High","High","High","High","High"
"Ag00001aa100013_T001",TRUE,"Master Protein","Ag00001aa100013_T001",11,4,4,687,NA,0.894,0.996636587465929,1,112.6,100.7,13.57,18.22,67.7,139,119.7,32.7,69.8,76,105.8,139,126.6,96.4,113.1,138.4,"High","High","High","High","High","High"
"Ag00001aa030389_T001",TRUE,"Master Protein","Ag00001aa030389_T001",6,4,6,561,NA,0.651,0.00713345427388556,0.0642091276696364,42.7,27.8,26.98,9.24,60.3,94.3,138.5,20.8,33,35.2,94.2,94.3,146.4,61.3,53.5,64.1,"High","High","High","High","High","High"
"Ag00001aa044936_T001",TRUE,"Master Protein","Ag00001aa044936_T001",37,4,5,139,NA,1.035,0.999434607042707,1,78.4,81.2,9.15,13.86,82.4,110.9,124.8,48.8,82.2,59.9,128.7,110.9,131.9,143.9,133.2,109.1,"High","High","High","High","High","High"
"Ag00001aa056200_T001",TRUE,"Master Protein","Ag00001aa056200_T001",7,2,6,458,NA,0.752,0.646440551897952,1,50.6,38.1,3.36,20.19,46.5,77.2,72.7,19.6,29.6,39.4,72.6,77.2,76.9,57.8,48,71.8,"High","High","High","High","High","High"
"Ag00001aa073026_T001",TRUE,"Master Protein","Ag00001aa073026_T001",11,4,5,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa044570_T002",TRUE,"Master Protein","Ag00001aa044570_T002",8,4,6,772,NA,1.002,0.998928121909615,1,64.9,65,10.85,14.25,44.1,61.3,72.1,23.4,33.1,38.4,68.9,61.3,76.2,69,53.7,69.9,"High","High","High","High","High","High"
"Ag00001aa135387_T001",TRUE,"Master Protein","Ag00001aa135387_T001",25,4,5,202,NA,1.055,0.661968376264382,1,109.4,115.4,3.8,17.75,60.1,92.4,93.9,44.3,61.1,52.6,93.9,92.4,99.3,130.7,99,95.8,"High","High","High","High","High","High"
"Ag00001aa083337_T001",TRUE,"Master Protein","Ag00001aa083337_T001",6,3,3,649,NA,1.085,0.954615947371105,1,98.5,106.8,33.05,38.63,61.3,184,119.8,46.6,75.6,132.3,95.8,184,126.7,137.4,122.5,241,"High","High","High","High","High","High"
"Ag00001aa013881_T001",TRUE,"Master Protein","Ag00001aa013881_T001",4,4,5,1397,NA,1.028,0.945560746021671,1,69,71,18.46,12.36,56.7,72.6,99.7,30.5,68.7,50,88.6,72.6,105.4,90,111.4,91.1,"High","High","High","High","High","High"
"Ag00001aa051068_T002",TRUE,"Master Protein","Ag00001aa051068_T002",16,3,4,356,NA,0.831,0.335392072029089,0.835550991670721,119.6,99.4,2.27,2.31,172.7,258.1,247.7,76.5,133.4,119.5,269.8,258.1,261.9,225.6,216.2,217.6,"High","High","High","High","High","High"
"Ag00001aa099022_T001",TRUE,"Master Protein","Ag00001aa099022_T001",9,5,6,557,NA,0.847,0.281844674166284,0.760247690836241,54.4,46.1,10.95,3.28,172.8,226.3,210.8,65.9,118.2,100.2,270,226.3,222.9,194.4,191.6,182.5,"High","High","High","High","High","High"
"Ag00001aa090087_T003",TRUE,"Master Protein","Ag00001aa090087_T003",10,3,4,592,NA,2.088,0.00177994174463125,0.0291230227649278,79.5,166.1,10.84,6.05,47,81.9,86.3,63.7,103.8,93.9,73.4,81.9,91.2,187.9,168.2,171,"High","High","High","High","High","High"
"Ag00001aa089874_T002",TRUE,"Master Protein","Ag00001aa089874_T002",6,3,3,974,NA,1.531,0.00341795672930167,0.0447283785859079,75.5,115.5,4.02,6.6,21.3,36,33.3,20.4,33.1,29.6,33.3,36,35.2,60.2,53.7,53.9,"High","High","High","High","High","High"
"Ag00001aa089372_T002",TRUE,"Master Protein","Ag00001aa089372_T002",30,4,7,194,NA,1.246,0.793978956785243,1,71.2,88.8,13.61,5.92,103.6,158.9,190.4,70.2,113.9,110.7,161.9,158.9,201.3,207,184.6,201.6,"High","High","High","High","High","High"
"Ag00001aa121093_T001",TRUE,"Master Protein","Ag00001aa121093_T001",22,4,5,257,NA,1.706,0.365328340244397,0.884596000667917,55.2,94.1,23.84,2.71,46.1,72.4,101,42.3,73.1,67.8,72,72.4,106.8,124.8,118.5,123.5,"High","High","High","High","High","High"
"Ag00001aa030633_T003",TRUE,"Master Protein","Ag00001aa030633_T003",17,3,5,189,NA,0.966,0.999999967606653,1,139.1,134.5,7.23,23.92,240,383,404.8,125.5,205.4,283.8,374.9,383,428,370.1,332.9,516.9,"High","High","High","High","High","High"
"Ag00001aa059992_T001",TRUE,"Master Protein","Ag00001aa059992_T001",23,4,8,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa068418_T001",TRUE,"Master Protein","Ag00001aa068418_T001",23,3,12,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa052434_T001",TRUE,"Master Protein","Ag00001aa052434_T001",19,4,5,360,NA,0.508,0.138442056391178,0.474022594053874,125.8,63.9,12.09,16.08,144.6,287.9,241.7,44,74.1,89.1,225.9,287.9,255.5,129.8,120.1,162.3,"High","High","High","High","High","High"
"Ag00001aa019029_T001",TRUE,"Master Protein","Ag00001aa019029_T001",10,3,3,536,NA,0.555,0.0352692282340555,0.195939248253235,126.8,70.4,32.82,19.76,42.4,72.1,111,15.8,24.7,17.1,66.2,72.1,117.4,46.6,40,31.1,"High","High","High","High","High","High"
"Ag00001aa096577_T001",TRUE,"Master Protein","Ag00001aa096577_T001",4,2,3,1020,NA,1.124,0.978771595351618,1,111.6,125.4,17.57,15.87,40.8,56.4,42.2,22.2,29.8,34.8,63.7,56.4,44.6,65.5,48.3,63.4,"High","High","High","High","High","High"
"Ag00001aa106507_T001",TRUE,"Master Protein","Ag00001aa106507_T001",13,2,14,205,NA,1.12,0.998785154721314,1,131.8,147.7,2.62,29.24,29.9,48.7,46.4,18.5,19.4,30.9,46.7,48.7,49.1,54.6,31.4,56.3,"High","High","High","High","High","High"
"Ag00001aa098848_T001",TRUE,"Master Protein","Ag00001aa098848_T001",14,3,8,329,NA,0.989,0.99813713794964,1,41.1,40.7,8.61,11.77,179.6,282.8,308.2,99.4,143.7,153.5,280.6,282.8,325.9,293.2,232.9,279.6,"High","High","High","High","High","High"
"Ag00001aa014497_T002",TRUE,"Master Protein","Ag00001aa014497_T002",22,4,4,229,NA,0.814,0.0409773616140564,0.214927905107701,75.5,61.5,14.16,12.06,149.4,177.8,183.7,56.3,80.9,86.8,233.4,177.8,194.2,166,131.1,158.1,"High","High","High","High","High","High"
"Ag00001aa137412_T001",TRUE,"Master Protein","Ag00001aa137412_T001",34,2,5,74,NA,3.984,0.167054718021878,0.53499039007247,31.4,124.9,21.99,11.24,66.8,104.7,142,135.5,303.5,229,104.4,104.7,150.1,399.6,491.9,417.1,"High","High","High","High","High","High"
"Ag00001aa020567_T002",TRUE,"Master Protein","Ag00001aa020567_T002",8,3,4,406,NA,1.065,0.730994454974986,1,116.3,123.9,10.45,7.08,54.3,95.5,99,34.5,69.4,54,84.8,95.5,104.7,101.8,112.5,98.4,"High","High","High","High","High","High"
"Ag00001aa104168_T002",TRUE,"Master Protein","Ag00001aa104168_T002",10,4,6,296,NA,1.047,0.99999871317803,1,53.1,55.6,25.12,8.37,13,21.7,29.9,7.7,16.1,12.4,20.3,21.7,31.6,22.7,26.1,22.6,"High","High","High","High","High","High"
"Ag00001aa070994_T002",TRUE,"Master Protein","Ag00001aa070994_T002",22,4,4,210,NA,0.816,0.287023349641336,0.769280366974951,108.4,88.4,9.84,7.85,105.6,182,190,52.9,91.6,73.3,165,182,200.9,156,148.5,133.5,"High","High","High","High","High","High"
"Ag00001aa027510_T001",TRUE,"Master Protein","Ag00001aa027510_T001",10,4,4,621,NA,0.709,0.862964160560418,1,62.1,44.1,17.79,1.86,83.3,103.8,87.4,24.4,45.4,41,130.1,103.8,92.4,72,73.6,74.7,"High","High","High","High","High","High"
"Ag00001aa010267_T001",TRUE,"Master Protein","Ag00001aa010267_T001",6,3,4,762,NA,1.051,0.999588649884002,1,92.2,96.9,2.15,8.98,52.5,81.1,74.4,25.3,54.9,46.8,82,81.1,78.7,74.6,89,85.2,"High","High","High","High","High","High"
"Ag00001aa002965_T001",TRUE,"Master Protein","Ag00001aa002965_T001",21,4,4,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa041859_T001",TRUE,"Master Protein","Ag00001aa041859_T001",9,5,6,542,NA,0.605,0.423070429787001,0.956103682543212,52.3,31.6,2.09,19.78,46.7,76,71,14.6,28,33.6,73,76,75.1,43.1,45.4,61.2,"High","High","High","High","High","High"
"Ag00001aa014124_T001",TRUE,"Master Protein","Ag00001aa014124_T001",9,2,3,458,NA,0.66,0.997098531501725,1,72.4,47.8,9.9,55.45,22.8,30.8,35.4,7.9,14.5,31,35.6,30.8,37.4,23.3,23.5,56.5,"High","High","High","High","High","High"
"Ag00001aa090669_T001",TRUE,"Master Protein","Ag00001aa090669_T001",20,4,6,209,NA,1.084,0.877789704116421,1,9.6,10.4,19.49,30.75,7.8,15.1,17.1,8.2,10.1,7.4,12.2,15.1,18.1,24.2,16.4,13.5,"High","High","High","High","High","High"
"Ag00001aa041444_T001",TRUE,"Master Protein","Ag00001aa041444_T001",17,2,4,181,NA,0.674,0.933790252378133,1,116.5,78.6,6.16,14.05,28.7,47.1,47.9,11.4,19.6,14,44.8,47.1,50.6,33.6,31.8,25.5,"High","High","High","High","High","High"
"Ag00001aa016228_T001",TRUE,"Master Protein","Ag00001aa016228_T001",15,2,10,142,NA,0.873,0.409916483498513,0.940535177737036,57.1,49.8,11.96,13.01,310,422.2,508.1,143.3,206.6,233.2,484.3,422.2,537.2,422.6,334.9,424.7,"High","High","High","High","High","High"
"Ag00001aa018786_T001",TRUE,"Master Protein","Ag00001aa018786_T001",8,2,5,260,NA,1.376,0.196816254513828,0.596379806261691,73.8,101.6,9.61,12.39,34.7,62.9,50,25.3,41.4,47.1,54.2,62.9,52.9,74.6,67.1,85.8,"High","High","High","High","High","High"
"Ag00001aa016979_T001",TRUE,"Master Protein","Ag00001aa016979_T001",17,4,5,266,"Met-loss [N-Term]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa121554_T001",TRUE,"Master Protein","Ag00001aa121554_T001",13,4,5,411,NA,0.787,0.775228045547372,1,175.2,138,6.97,19.09,93.5,162.1,134.7,39,68.3,84.9,146.1,162.1,142.4,115,110.7,154.6,"High","High","High","High","High","High"
"Ag00001aa009614_T001",TRUE,"Master Protein","Ag00001aa009614_T001",14,3,3,229,NA,0.761,0.0374307308666466,0.202455472301517,95,72.3,3.2,14.87,81.2,119.4,118.7,32.4,50.4,60.5,126.9,119.4,125.5,95.6,81.7,110.2,"High","High","High","High","High","High"
"Ag00001aa055669_T001",TRUE,"Master Protein","Ag00001aa055669_T001",12,3,4,327,NA,0.805,0.589069381103048,1,126.6,102,14.3,2.71,72.5,135.9,143,37.8,65.2,60.1,113.3,135.9,151.2,111.5,105.7,109.5,"High","High","High","High","High","High"
"Ag00001aa006972_T001",TRUE,"Master Protein","Ag00001aa006972_T001",18,3,7,159,NA,0.852,0.84102564699867,1,69.2,58.9,7.63,13.05,238.7,375.3,309.1,118.3,165.5,174.4,372.9,375.3,326.8,348.9,268.3,317.6,"High","High","High","High","High","High"
"Ag00001aa070189_T001",TRUE,"Master Protein","Ag00001aa070189_T001",7,3,5,409,NA,1.001,0.973052825393504,1,84.1,84.2,18.88,1.22,78.1,126.9,160.7,42.3,78.4,70.1,122,126.9,169.9,124.8,127.1,127.7,"High","High","High","High","High","High"
"Ag00001aa120598_T001",TRUE,"Master Protein","Ag00001aa120598_T001",17,3,4,325,NA,1.004,0.667628781509487,1,102.2,102.6,17.25,15.11,48,71.7,50.7,23.9,44.4,50.3,75,71.7,53.6,70.5,72,91.6,"High","High","High","High","High","High"
"Ag00001aa137379_T002",TRUE,"Master Protein","Ag00001aa137379_T002",17,4,4,316,NA,1.054,0.942472409311535,1,136.9,144.3,12.86,8.2,44.1,80.4,59.1,24.4,44.8,45.6,68.9,80.4,62.5,72,72.6,83.1,"High","High","High","High","High","High"
"Ag00001aa130363_T001",TRUE,"Master Protein","Ag00001aa130363_T001",12,4,5,396,NA,0.891,0.999644768025692,1,64.1,57.1,8.31,13.92,81.5,141.4,142.2,53.6,77.7,68.4,127.3,141.4,150.3,158.1,125.9,124.6,"High","High","High","High","High","High"
"Ag00001aa064851_T001",TRUE,"Master Protein","Ag00001aa064851_T001",9,4,6,505,NA,0.788,0.0147878479440633,0.107666856453267,105.4,83.1,10.72,11.43,133.4,189.2,221.5,55.7,83.7,92.5,208.4,189.2,234.2,164.3,135.7,168.5,"High","High","High","High","High","High"
"Ag00001aa146008_T001",TRUE,"Master Protein","Ag00001aa146008_T001",8,2,4,330,"Met-loss [N-Term]",0.954,0.885566978445455,1,101.8,97.2,12.05,9.15,44.9,63.7,76.4,22.7,42.4,31.7,70.1,63.7,80.8,67,68.7,57.7,"High","High","High","High","High","High"
