"protein_id","Checked","Master","Description","Coverage","Peptides","PSMs","AAs","Modifications","Abundance_Ratio_Winter_Summer","pval_Winter_Summer","adj_pval_Winter_Summer","Abundance_Grouped_Summer","Abundance_Grouped_Winter","Abundance_Grouped_CV_Summer","Abundance_Grouped_CV_Winter","Abundance_Mg-1_Summer","Abundance_Mg-2_Summer","Abundance_Mg-3_Summer","Abundance_Mg-1_Winter","Abundance_Mg-2_Winter","Abundance_Mg-3_Winter","Abundances_Normalized_Mg-1_Summer","Abundances_Normalized_Mg-2_Summer","Abundances_Normalized_Mg-3_Summer","Abundances_Normalized_Mg-1_Winter","Abundances_Normalized_Mg-2_Winter","Abundances_Normalized_Mg-3_Winter","Found_in_Sample_S12_Mg-1_Summer","Found_in_Sample_S15_Mg-2_Summer","Found_in_Sample_S18_Mg-3_Summer","Found_in_Sample_S11_Mg-1_Winter","Found_in_Sample_S14_Mg-2_Winter","Found_in_Sample_S17_Mg-3_Winter"
"Ag00001aa036911_T001",TRUE,"Master Protein","Ag00001aa036911_T001",12,4,5,503,NA,0.923,0.999994491279014,1,107,98.7,13.15,14.83,85.5,85.2,68.9,84.4,86.9,85.7,154,180.3,139.3,142.2,137.5,178.9,"High","High","High","High","High","High"
"Ag00001aa085589_T001",TRUE,"Master Protein","Ag00001aa085589_T001",11,4,5,502,NA,0.475,0.0406783435470964,0.15953903476453,295.2,140.3,5.09,5.59,72.5,63,71.1,37.6,38,32.2,130.6,133.3,143.7,63.3,60.1,67.2,"High","High","High","High","High","High"
"Ag00001aa022733_T001",TRUE,"Master Protein","Ag00001aa022733_T001",10,2,13,195,NA,0.955,0.79510705554352,1,124.4,118.8,17.37,9.03,236.9,266.4,206.9,241.9,235.3,213.7,426.8,563.6,418.2,407.5,372.2,446,"High","High","High","High","High","High"
"Ag00001aa023211_T001",TRUE,"Master Protein","Ag00001aa023211_T001",33,3,5,129,NA,1.051,0.999704151765908,1,54.1,56.9,26.06,34.06,6.5,7,4.3,8.3,4.3,5.9,11.7,14.8,8.7,14,6.8,12.3,"High","High","High","High","High","High"
"Ag00001aa052845_T003",TRUE,"Master Protein","Ag00001aa052845_T003",18,5,6,348,NA,1.122,0.478803514263296,0.934745394368144,101.3,113.6,7,2.3,86.2,63.8,72,94.1,103.2,79.5,155.3,135,145.5,158.5,163.3,165.9,"High","High","High","High","High","High"
"Ag00001aa067998_T001",TRUE,"Master Protein","Ag00001aa067998_T001",21,2,4,239,NA,0.887,0.992471015933859,1,36.3,32.2,31.68,37.18,5.7,2.5,4.5,5.8,5.1,2.1,10.3,5.3,9.1,9.8,8.1,4.4,"High","High","High","High","High","High"
"Ag00001aa072988_T001",TRUE,"Master Protein","Ag00001aa072988_T001",10,4,5,460,NA,1.148,0.95923971706963,1,127.8,146.7,9.47,4.19,109.8,106.6,93.2,130.3,143.6,114.3,197.8,225.5,188.4,219.5,227.2,238.5,"High","High","High","High","High","High"
"Ag00001aa051512_T001",TRUE,"Master Protein","Ag00001aa051512_T001",23,3,4,201,NA,1.207,0.967738650369828,1,48.9,59,22.93,27.42,5.5,3.4,5.7,7.1,9.1,3.9,9.9,7.2,11.5,12,14.4,8.1,"High","High","High","High","High","High"
"Ag00001aa048827_T002",TRUE,"Master Protein","Ag00001aa048827_T002",13,2,4,279,NA,0.988,0.999999954767479,1,97.7,96.5,14.84,17.42,21.7,21.8,17,20.3,30.3,18.5,39.1,46.1,34.4,34.2,47.9,38.6,"High","High","High","High","High","High"
"Ag00001aa050916_T001",TRUE,"Master Protein","Ag00001aa050916_T001",9,4,4,523,NA,0.862,0.630742758500754,1,103.9,89.5,8.7,5.44,69.5,64.8,57,64,68.2,56.7,125.2,137.1,115.2,107.8,107.9,118.3,"High","High","High","High","High","High"
"Ag00001aa029956_T001",TRUE,"Master Protein","Ag00001aa029956_T001",16,4,4,311,NA,1.146,0.994330883271884,1,132.6,152,13.59,4.5,30.5,24.6,33.1,38.1,39.8,28.2,55,52,66.9,64.2,63,58.9,"High","High","High","High","High","High"
"Ag00001aa060352_T001",TRUE,"Master Protein","Ag00001aa060352_T001",32,2,5,87,NA,1.157,0.930248230643377,1,110.2,127.5,21.74,3.79,94.6,106.4,73.5,120.5,119,94.5,170.4,225.1,148.6,203,188.2,197.2,"High","High","High","High","High","High"
"Ag00001aa012294_T001",TRUE,"Master Protein","Ag00001aa012294_T001",10,3,4,391,NA,1.209,0.0941004159494191,0.292587726920213,65.2,78.8,0.98,5.5,62.6,54.3,56,75.4,89.5,65.6,112.8,114.9,113.2,127,141.6,136.9,"High","High","High","High","High","High"
"Ag00001aa033320_T001",TRUE,"Master Protein","Ag00001aa033320_T001",10,2,5,315,NA,1.022,0.99768790051358,1,93.8,95.9,14.29,23.75,26.4,18.3,25.5,18.7,31.6,23.3,47.6,38.7,51.5,31.5,50,48.6,"High","High","High","High","High","High"
"Ag00001aa009617_T002",TRUE,"Master Protein","Ag00001aa009617_T002",16,3,3,226,NA,1.007,0.999998276894604,1,119.3,120.1,8.44,11.1,39.4,33.7,40.6,40.1,45.4,40,71,71.3,82.1,67.6,71.8,83.5,"High","High","High","High","High","High"
"Ag00001aa105551_T001",TRUE,"Master Protein","Ag00001aa105551_T001",5,2,2,643,NA,0.31,0.000234339220190116,0.00419360606196852,269.8,83.7,16.77,8.85,88.6,53.7,70.1,26.1,31.8,20.5,159.6,113.6,141.7,44,50.3,42.8,"High","High","High","High","High","High"
"Ag00001aa051029_T001",TRUE,"Master Protein","Ag00001aa051029_T001",15,3,3,324,NA,0.307,0.00190751722212701,0.0175822043722426,107,32.9,21.81,29.55,84.4,56.9,48.7,32.5,23.4,15.1,152.1,120.4,98.4,54.8,37,31.5,"High","High","High","High","High","High"
"Ag00001aa065397_T001",TRUE,"Master Protein","Ag00001aa065397_T001",33,2,2,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa126015_T002",TRUE,"Master Protein","Ag00001aa126015_T002",9,4,4,424,NA,0.765,0.994741223653062,1,221.5,169.5,28.12,13.61,109.3,55.6,102.3,102.5,83.1,72.2,196.9,117.6,206.8,172.7,131.5,150.7,"High","High","High","High","High","High"
"Ag00001aa082219_T001",TRUE,"Master Protein","Ag00001aa082219_T001",12,2,4,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa040419_T001",TRUE,"Master Protein","Ag00001aa040419_T001",5,2,2,658,NA,1.173,0.984535282532479,1,102.2,119.9,5.76,11.91,18.5,14.8,14.7,21.8,23.8,14.4,33.3,31.3,29.7,36.7,37.6,30.1,"High","High","High","High","High","High"
"Ag00001aa041999_T001",TRUE,"Master Protein","Ag00001aa041999_T001",12,3,4,311,NA,1.022,0.999999999969723,1,61.3,62.6,8.54,4.24,96.6,91.2,80.7,107.9,105.8,85.2,174,193,163.1,181.8,167.4,177.8,"High","High","High","High","High","High"
"Ag00001aa003271_T002",TRUE,"Master Protein","Ag00001aa003271_T002",14,4,4,486,NA,1.21,0.215475375719292,0.5295318383053,109.5,132.5,30.91,5.03,40.5,18.9,36.4,52.4,52,43.5,73,40,73.6,88.3,82.3,90.8,"High","High","High","High","High","High"
"Ag00001aa033793_T004",TRUE,"Master Protein","Ag00001aa033793_T004",9,2,2,512,NA,1.502,0.0135544243657044,0.0720451842395426,76.4,114.8,9.53,5.78,25,17.6,20.9,35.1,40.1,31.8,45,37.2,42.2,59.1,63.4,66.4,"High","High","High","High","High","High"
"Ag00001aa142479_T001",TRUE,"Master Protein","Ag00001aa142479_T001",12,2,2,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa037915_T002",TRUE,"Master Protein","Ag00001aa037915_T002",17,3,3,164,NA,0.728,0.985661167469685,1,197.1,143.5,19.35,25.63,96.5,59.6,91.5,67.9,80,87.3,173.9,126.1,185,114.4,126.6,182.2,"High","High","High","High","High","High"
"Ag00001aa008904_T004",TRUE,"Master Protein","Ag00001aa008904_T004",7,4,4,630,NA,1.516,0.50151799543857,0.964603460873506,82.2,124.6,39.43,15.01,13.4,6.7,5.8,14.5,11.4,10.3,24.1,14.2,11.7,24.4,18,21.5,"High","High","High","High","High","High"
"Ag00001aa030960_T002",TRUE,"Master Protein","Ag00001aa030960_T002",5,3,4,704,NA,0.814,0.888442462468974,1,115.4,93.9,13.5,4.32,167.4,112.3,150.9,145.7,144.8,119,301.6,237.6,305,245.5,229.1,248.4,"High","High","High","High","High","High"
"Ag00001aa009842_T002",TRUE,"Master Protein","Ag00001aa009842_T002",5,4,4,1295,NA,0.955,0.999999729042369,1,76.1,72.7,29.12,1.93,115.5,54,79.7,94.1,96.7,73.7,208.1,114.2,161.1,158.5,153,153.8,"High","High","High","High","High","High"
"Ag00001aa058813_T002",TRUE,"Master Protein","Ag00001aa058813_T002",8,3,3,601,NA,1.213,0.0177491663626714,0.0887681765465036,106.8,129.5,6.11,6.32,97,73.4,84.2,122.5,135.2,90.5,174.8,155.3,170.2,206.4,213.9,188.9,"High","High","High","High","High","High"
"Ag00001aa003172_T002",TRUE,"Master Protein","Ag00001aa003172_T002",10,4,6,510,NA,0.752,0.263540274703719,0.612375315640265,79.9,60.1,9.67,8.38,102.5,105.9,100.3,97.9,96.4,66.8,184.7,224.1,202.7,164.9,152.5,139.4,"High","High","High","High","High","High"
"Ag00001aa155741_T001",TRUE,"Master Protein","Ag00001aa155741_T001",13,4,4,542,NA,0.569,0.000752101035493835,0.00916138094498115,139.7,79.4,10.29,5.98,97.7,68.9,86.3,58.2,62.7,52.3,176,145.8,174.4,98,99.2,109.2,"High","High","High","High","High","High"
"Ag00001aa056960_T001",TRUE,"Master Protein","Ag00001aa056960_T001",26,3,7,288,NA,0.197,0.000780733175542836,0.00943211149125141,300,59,19.34,28.93,48,39.7,29.5,9.8,8.1,10.9,86.5,84,59.6,16.5,12.8,22.7,"High","High","High","High","High","High"
"Ag00001aa030378_T001",TRUE,"Master Protein","Ag00001aa030378_T001",9,4,5,564,NA,0.975,0.946531559368754,1,97.7,95.3,17.58,11.49,97.7,59.4,84.5,98.9,100,94,176,125.7,170.8,166.6,158.2,196.2,"High","High","High","High","High","High"
"Ag00001aa105197_T001",TRUE,"Master Protein","Ag00001aa105197_T001",10,3,4,347,NA,1.259,0.213455265137611,0.526372822244992,116,146,5.99,2.44,91.2,68.9,76.4,119.8,122.9,92.4,164.3,145.8,154.4,201.8,194.4,192.8,"High","High","High","High","High","High"
"Ag00001aa022567_T001",TRUE,"Master Protein","Ag00001aa022567_T001",8,3,3,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa101572_T001",TRUE,"Master Protein","Ag00001aa101572_T001",9,3,4,475,NA,0.956,0.989886804852254,1,53.9,51.6,13.64,8.2,29.4,26,33.5,30.9,38,25.2,53,55,67.7,52.1,60.1,52.6,"High","High","High","High","High","High"
"Ag00001aa118606_T001",TRUE,"Master Protein","Ag00001aa118606_T001",18,3,4,200,NA,1.917,0.0182678936305898,0.0903389030246345,39.8,76.3,4.53,10.92,28.7,22.4,25.1,64.8,55.5,46.6,51.7,47.4,50.7,109.2,87.8,97.3,"High","High","High","High","High","High"
"Ag00001aa146394_T001",TRUE,"Master Protein","Ag00001aa146394_T001",9,2,3,362,NA,2.084,0.230357538681855,0.557951660605699,85.5,178.2,39.83,13.84,82.9,38.9,37.4,80.1,108.4,83.9,149.4,82.3,75.6,134.9,171.5,175.1,"High","High","High","High","High","High"
"Ag00001aa156945_T001",TRUE,"Master Protein","Ag00001aa156945_T001",13,4,4,335,NA,0.83,0.923993697787507,1,83.7,69.5,16.57,13.52,27.6,27,20.2,24.5,22.4,22.3,49.7,57.1,40.8,41.3,35.4,46.5,"High","High","High","High","High","High"
"Ag00001aa104834_T001",TRUE,"Master Protein","Ag00001aa104834_T001",12,3,4,353,NA,1.101,0.98795428550936,1,89.1,98.1,15.14,18.65,40.6,33.1,45.5,47.8,51.5,27.5,73.2,70,92,80.5,81.5,57.4,"High","High","High","High","High","High"
"Ag00001aa034991_T001",TRUE,"Master Protein","Ag00001aa034991_T001",25,4,4,164,NA,0.885,0.624563579329126,1,109.1,96.5,2.69,4.14,76.7,68.3,71.8,73.8,80.8,64.6,138.2,144.5,145.1,124.3,127.8,134.8,"High","High","High","High","High","High"
"Ag00001aa049653_T001",TRUE,"Master Protein","Ag00001aa049653_T001",9,3,5,404,NA,0.427,0.0959640181868741,0.296717906019241,312.6,133.4,17.54,18.73,318.2,237.8,350.5,123,190,117.2,573.3,503.1,708.5,207.2,300.6,244.6,"High","High","High","High","High","High"
"Ag00001aa129133_T002",TRUE,"Master Protein","Ag00001aa129133_T002",7,2,4,414,NA,0.976,0.999478837848037,1,92.8,90.6,9.67,4.08,60.2,51.6,45.3,64.6,66.9,48.1,108.5,109.2,91.6,108.8,105.8,100.4,"High","High","High","High","High","High"
"Ag00001aa007141_T001",TRUE,"Master Protein","Ag00001aa007141_T001",31,3,4,88,NA,1.154,0.835648990552204,1,45,51.9,7.64,13.43,20.7,16.6,20.2,28.9,27.2,17.8,37.3,35.1,40.8,48.7,43,37.1,"High","High","High","High","High","High"
"Ag00001aa005682_T001",TRUE,"Master Protein","Ag00001aa005682_T001",17,3,7,192,NA,0.865,0.430377648219432,0.867745019705496,156.1,135,11.04,10.66,162.1,171.1,155.8,146.9,172.2,146.6,292.1,362,314.9,247.5,272.4,306,"High","High","High","High","High","High"
"Ag00001aa077514_T001",TRUE,"Master Protein","Ag00001aa077514_T001",11,3,5,411,NA,0.451,0.205738330013056,0.511577178613729,327.1,147.6,15.21,23.98,139.7,109.5,152.9,53.7,92.4,54.4,251.7,231.7,309.1,90.5,146.2,113.5,"High","High","High","High","High","High"
"Ag00001aa053975_T001",TRUE,"Master Protein","Ag00001aa053975_T001",21,4,7,285,NA,0.535,0.000852542934952849,0.0100849694280576,166.1,88.8,15.1,3.86,75.2,86.9,81.5,54.9,54.2,42.2,135.5,183.9,164.7,92.5,85.7,88.1,"High","High","High","High","High","High"
"Ag00001aa042260_T003",TRUE,"Master Protein","Ag00001aa042260_T003",11,2,3,271,NA,0.944,0.534468572130118,1,108,102,9.7,2,114.5,117.9,109.5,124.3,127.7,100.1,206.3,249.4,221.3,209.4,202,208.9,"High","High","High","High","High","High"
"Ag00001aa054492_T001",TRUE,"Master Protein","Ag00001aa054492_T001",12,4,5,316,NA,0.527,2.91861623757939e-09,9.93830523413461e-06,140.8,74.2,4.15,2.38,213.8,196.1,191.9,121.7,124.2,98,385.2,414.9,387.9,205,196.5,204.5,"High","High","High","High","High","High"
"Ag00001aa136355_T001",TRUE,"Master Protein","Ag00001aa136355_T001",8,2,2,492,NA,0.492,0.233908739413093,0.564945659403231,210.6,103.6,18.96,4.96,130.6,162.9,155.9,92,106.6,74.2,235.3,344.7,315.1,155,168.6,154.9,"High","High","High","High","High","High"
"Ag00001aa055267_T001",TRUE,"Master Protein","Ag00001aa055267_T001",6,3,6,526,NA,0.871,0.999998602719935,1,46.5,40.5,21.7,9.25,11.3,9.6,6.7,10.5,9.7,8.8,20.4,20.3,13.5,17.7,15.3,18.4,"High","High","High","High","High","High"
"Ag00001aa033056_T002",TRUE,"Master Protein","Ag00001aa033056_T002",16,3,5,218,NA,1.098,0.777777394574661,1,152.2,167.1,2.92,5.64,168.3,149.5,148,214.3,205.1,159.5,303.2,316.3,299.2,361,324.4,332.9,"High","High","High","High","High","High"
"Ag00001aa121507_T001",TRUE,"Master Protein","Ag00001aa121507_T001",11,2,8,226,NA,0.662,0.00153348233284278,0.0151542640487731,218.2,144.5,18.84,3.61,495.4,583.7,453.3,349.7,400.1,290.8,892.6,1235,916.3,589.1,632.9,606.9,"High","High","High","High","High","High"
"Ag00001aa048266_T001",TRUE,"Master Protein","Ag00001aa048266_T001",10,4,5,581,NA,0.652,0.196452799790386,0.494576355703805,144.6,94.2,19.22,22.07,23.1,14,21.2,16.1,19.7,9.5,41.6,29.6,42.9,27.1,31.2,19.8,"High","High","High","High","High","High"
"Ag00001aa078228_T002",TRUE,"Master Protein","Ag00001aa078228_T002",15,4,4,400,NA,0.679,0.000468641623323607,0.00681546170441824,143.6,97.5,3.08,1.11,106.6,85.4,91.6,73.4,79.5,60.5,192.1,180.7,185.2,123.7,125.8,126.3,"High","High","High","High","High","High"
"Ag00001aa087860_T001",TRUE,"Master Protein","Ag00001aa087860_T001",18,2,7,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa058329_T001",TRUE,"Master Protein","Ag00001aa058329_T001",11,3,16,206,NA,1.04,0.999842143652534,1,135.4,140.9,12.37,12.71,162.1,172.3,149,186,168.8,165.3,292.1,364.5,301.2,313.3,267,345,"High","High","High","High","High","High"
"Ag00001aa055138_T001",TRUE,"Master Protein","Ag00001aa055138_T001",10,3,5,467,NA,0.492,0.000840893831666079,0.0100017691475013,211.7,104.2,12.25,4.93,263.2,282.6,288.6,170.5,181.5,149.7,474.2,597.9,583.4,287.2,287.1,312.4,"High","High","High","High","High","High"
"Ag00001aa021656_T004",TRUE,"Master Protein","Ag00001aa021656_T004",18,4,4,233,NA,1.494,0.000726844308647112,0.00900003165761692,107.9,161.1,4.87,1.3,125.2,112.8,123,213.1,221.3,170.8,225.6,238.7,248.6,359,350.1,356.5,"High","High","High","High","High","High"
"Ag00001aa036755_T004",TRUE,"Master Protein","Ag00001aa036755_T004",4,3,4,797,NA,1.163,0.765689559434726,1,106.1,123.4,8.22,15.89,34,25.1,30.5,42.3,45.6,25.7,61.3,53.1,61.7,71.3,72.1,53.6,"High","High","High","High","High","High"
"Ag00001aa155726_T002",TRUE,"Master Protein","Ag00001aa155726_T002",14,2,7,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa030621_T002",TRUE,"Master Protein","Ag00001aa030621_T002",16,3,5,206,NA,1.604,0.0178527967269875,0.0889691120184975,86.9,139.4,10.99,7.67,27.4,29.1,28,50.3,57.4,47.3,49.4,61.6,56.6,84.7,90.8,98.7,"High","High","High","High","High","High"
"Ag00001aa109920_T001",TRUE,"Master Protein","Ag00001aa109920_T001",12,5,6,349,NA,0.733,0.229921795350051,0.55726782717852,147.9,108.3,21.64,12.93,101.5,110.1,75.1,87.1,71.5,64.2,182.9,232.9,151.8,146.7,113.1,134,"High","High","High","High","High","High"
"Ag00001aa145595_T001",TRUE,"Master Protein","Ag00001aa145595_T001",17,4,4,391,NA,1.934,0.0192433593449091,0.0939542632825179,57.5,111.2,8.82,9.52,53.9,45,40.7,106.4,116.4,102.1,97.1,95.2,82.3,179.2,184.1,213.1,"High","High","High","High","High","High"
"Ag00001aa062558_T001",TRUE,"Master Protein","Ag00001aa062558_T001",11,4,5,379,NA,0.59,0.00131346573978386,0.0135825463659384,197.8,116.8,12.96,7.43,150.3,120.5,160.8,94.9,109.4,71.5,270.8,254.9,325,159.9,173.1,149.2,"High","High","High","High","High","High"
"Ag00001aa090780_T001",TRUE,"Master Protein","Ag00001aa090780_T001",9,2,2,399,NA,0.523,0.00319063373829442,0.0254695062913549,170.9,89.3,15.54,8.5,68.1,77.4,65,41.8,43.4,28.7,122.7,163.8,131.4,70.4,68.7,59.9,"High","High","High","High","High","High"
"Ag00001aa078187_T001",TRUE,"Master Protein","Ag00001aa078187_T001",13,2,4,167,NA,1.448,0.946866733918323,1,28.5,41.3,19.2,12.01,3.9,4.7,5,10.2,9.1,6.6,7,9.9,10.1,17.2,14.4,13.8,"High","High","High","High","High","High"
"Ag00001aa050480_T002",TRUE,"Master Protein","Ag00001aa050480_T002",6,2,4,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa009973_T001",TRUE,"Master Protein","Ag00001aa009973_T001",9,3,4,416,NA,0.793,0.0687226467584696,0.230001826472182,133.2,105.7,7.03,0.61,98,76.1,91.6,84,88.5,67.1,176.6,161,185.2,141.5,140,140,"High","High","High","High","High","High"
"Ag00001aa018678_T003",TRUE,"Master Protein","Ag00001aa018678_T003",5,2,3,641,NA,1.57,0.179506873898517,0.464422646938571,44.3,69.6,8.33,19.84,4.5,4,4.7,9.1,8.4,4.9,8.1,8.5,9.5,15.3,13.3,10.2,"High","High","High","High","High","High"
"Ag00001aa026657_T003",TRUE,"Master Protein","Ag00001aa026657_T003",6,3,3,557,NA,1.21,0.805325091426352,1,99.9,120.9,3.76,12.27,75.9,61.4,69.2,93.6,125.1,79.3,136.8,129.9,139.9,157.7,197.9,165.5,"High","High","High","High","High","High"
"Ag00001aa126331_T001",TRUE,"Master Protein","Ag00001aa126331_T001",27,3,3,222,NA,1.182,0.489499493465498,0.948825723854893,46.4,54.8,8.31,8.49,12.4,9.5,9.4,14.1,17.1,11.1,22.3,20.1,19,23.8,27.1,23.2,"High","High","High","High","High","High"
"Ag00001aa004176_T001",TRUE,"Master Protein","Ag00001aa004176_T001",9,3,3,348,NA,0.772,0.864355361975616,1,51,39.3,2.64,36.23,11.1,9,9.5,11.2,5.5,7.1,20,19,19.2,18.9,8.7,14.8,"High","High","High","High","High","High"
"Ag00001aa031109_T001",TRUE,"Master Protein","Ag00001aa031109_T001",9,3,5,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa016350_T002",TRUE,"Master Protein","Ag00001aa016350_T002",2,3,4,1996,NA,0.549,0.00708906264599873,0.0456688911432502,183.2,100.6,16.76,11.14,94.8,67.3,98.8,66.9,59.3,44.6,170.8,142.4,199.7,112.7,93.8,93.1,"High","High","High","High","High","High"
"Ag00001aa014883_T002",TRUE,"Master Protein","Ag00001aa014883_T002",6,2,2,513,NA,0.205,0.000107490130371368,0.00236359294052761,290.2,59.4,22.76,16.46,108.4,143.7,114.3,24.9,29.9,27.7,195.3,304,231,41.9,47.3,57.8,"High","High","High","High","High","High"
"Ag00001aa016428_T001",TRUE,"Master Protein","Ag00001aa016428_T001",22,2,3,136,NA,0.7,0.999999922357957,1,101.9,71.3,65.51,33.89,12.8,18.2,4,16.2,10.2,7.4,23.1,38.5,8.1,27.3,16.1,15.4,"High","High","High","High","High","High"
"Ag00001aa010983_T002",TRUE,"Master Protein","Ag00001aa010983_T002",11,3,3,307,NA,0.726,0.321725621427341,0.707179261558658,113,82,10.01,17.68,32.4,30.6,35.3,27.2,29.7,29.8,58.4,64.7,71.4,45.8,47,62.2,"High","High","High","High","High","High"
"Ag00001aa064483_T001",TRUE,"Master Protein","Ag00001aa064483_T001",3,3,3,1365,NA,0.514,0.415732157853424,0.845511238446605,261.9,134.6,33.28,8.55,199.9,91.5,190.6,109.9,116.1,102.1,360.2,193.6,385.3,185.1,183.7,213.1,"High","High","High","High","High","High"
"Ag00001aa033081_T001",TRUE,"Master Protein","Ag00001aa033081_T001",14,3,4,364,NA,0.995,0.966124814991291,1,30.3,30.2,67.2,15.89,2.1,2.4,6.3,3,3.8,2.1,3.8,5.1,12.7,5.1,6,4.4,"High","High","High","High","High","High"
"Ag00001aa101274_T001",TRUE,"Master Protein","Ag00001aa101274_T001",11,3,4,398,NA,0.857,0.423507023219115,0.858029188733601,121.8,104.4,21.55,6.41,38.4,22.5,24.5,25.2,28.5,19,69.2,47.6,49.5,42.5,45.1,39.7,"High","High","High","High","High","High"
"Ag00001aa085594_T001",TRUE,"Master Protein","Ag00001aa085594_T001",48,4,5,91,"Met-loss [N-Term]",0.609,0.0156126315945562,0.0806907572603108,197.4,120.3,4.69,4.24,458.4,428.7,427.6,314,309.8,252.4,825.9,907,864.3,529,490.1,526.8,"High","High","High","High","High","High"
"Ag00001aa009671_T001",TRUE,"Master Protein","Ag00001aa009671_T001",13,3,5,265,NA,0.894,0.48002354796523,0.936506900911105,145.6,130.1,11.16,15.39,128.8,130.2,111.4,123.1,111.3,115,232.1,275.5,225.2,207.4,176.1,240,"Not Found","Not Found","High","High","High","Not Found"
"Ag00001aa094230_T001",TRUE,"Master Protein","Ag00001aa094230_T001",7,3,3,637,NA,0.557,0.0080540262164529,0.0494018962674656,193.6,107.9,22.68,4.59,120.6,78.8,131,71.9,78.7,54.5,217.3,166.7,264.8,121.1,124.5,113.7,"High","High","High","High","High","High"
"Ag00001aa068076_T001",TRUE,"Master Protein","Ag00001aa068076_T001",9,3,4,479,NA,0.807,0.507840309883516,0.971733292637351,161.6,130.5,10.87,10.73,58.9,57.6,65.3,58.4,70.7,43.4,106.1,121.9,132,98.4,111.8,90.6,"High","High","High","High","High","High"
"Ag00001aa115445_T002",TRUE,"Master Protein","Ag00001aa115445_T002",7,3,3,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","Not Found"
"Ag00001aa068063_T001",TRUE,"Master Protein","Ag00001aa068063_T001",4,4,4,909,NA,0.774,0.296686551097311,0.664083071833552,142.6,110.3,16.21,15.76,78,48.7,67.4,66.7,52,50.5,140.5,103,136.2,112.4,82.3,105.4,"High","High","High","High","High","High"
"Ag00001aa140872_T001",TRUE,"Master Protein","Ag00001aa140872_T001",14,4,5,428,NA,2.013,0.329450722340533,0.717346069033429,80.2,161.5,37.47,7.29,91.6,46.5,41.4,108,133.1,94.9,165,98.4,83.7,181.9,210.6,198.1,"High","High","High","High","High","High"
"Ag00001aa052340_T001",TRUE,"Master Protein","Ag00001aa052340_T001",27,3,4,130,NA,0.47,0.0365708424520002,0.147916098268598,203.2,95.6,28.7,4.71,459.5,703.8,564,318.2,332.8,275.5,827.9,1489,1140.1,536.1,526.5,575,"High","High","High","High","High","High"
"Ag00001aa018454_T001",TRUE,"Master Protein","Ag00001aa018454_T001",20,4,11,164,NA,1.099,0.807911046759735,1,135.8,149.3,12.45,10.49,434.4,289.4,365.9,573.8,514,386.7,782.7,612.3,739.6,966.7,813.1,807.1,"High","High","High","High","High","High"
"Ag00001aa039889_T001",TRUE,"Master Protein","Ag00001aa039889_T001",8,3,4,399,NA,0.184,0.0529715470316316,0.190012008283818,286.9,52.9,14.03,23.61,234.6,264.3,256.9,37.6,64,45.9,422.7,559.2,519.3,63.3,101.2,95.8,"High","High","High","High","High","High"
"Ag00001aa021901_T001",TRUE,"Master Protein","Ag00001aa021901_T001",21,2,3,163,NA,1.033,0.997987728757481,1,96.4,99.6,10.75,7.9,99,97,82.5,104.2,116.5,98,178.4,205.2,166.8,175.5,184.3,204.5,"High","High","High","High","High","High"
"Ag00001aa015196_T001",TRUE,"Master Protein","Ag00001aa015196_T001",46,2,4,46,NA,0.914,0.991448365317368,1,127.2,116.3,3.11,8.43,63.1,56.8,56.5,61.8,76,50,113.7,120.2,114.2,104.1,120.2,104.4,"High","High","High","High","High","High"
"Ag00001aa154422_T001",TRUE,"Master Protein","Ag00001aa154422_T001",20,4,5,296,NA,1.295,0.935035619601823,1,44.3,57.4,22.24,14.7,6.8,8.3,9.5,13.5,11.6,11.8,12.3,17.6,19.2,22.7,18.4,24.6,"High","High","High","High","High","High"
"Ag00001aa070947_T001",TRUE,"Master Protein","Ag00001aa070947_T001",9,3,3,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
