"Checked","Protein_FDR_Confidence_Combined","Master","Accession","Description","Exp_q_value_Combined","Sum_PEP_Score","Coverage","Peptides","PSMs","Unique_Peptides","AAs","MW_kDa","calc_pI","Score_Sequest_HT_Sequest_HT","Peptides_by_Search_Engine_Sequest_HT","Biological_Process","Cellular_Component","Molecular_Function","Pfam_IDs","Entrez_Gene_ID","Gene_ID","Gene_Symbol","Ensembl_Gene_ID","Protein_Pathway_Groups","Razor_Peptides","Abundance_Ratio_Winter_Summer","Abundance_Ratio_P_Value_Winter_Summer","Abundances_Grouped_Summer","Abundances_Grouped_Winter","Abundances_Grouped_CV_Summer","Abundances_Grouped_CV_Winter","Abundance_C002_summer","Abundance_C004_summer","Abundance_C022_summer","Abundance_C031_summer","Abundance_C071-1_summer","Abundance_C071-2_summer","Abundance_C071-3_summer","Abundance_C076_summer","Abundance_C002_winter","Abundance_C004_winter","Abundance_C022_winter","Abundance_C031_winter","Abundance_C071-1_winter","Abundance_C071-2_winter","Abundance_C071-3_winter","Abundance_C076_winter","Abundances_Normalized_C002_summer","Abundances_Normalized_C004_summer","Abundances_Normalized_C022_summer","Abundances_Normalized_C031_summer","Abundances_Normalized_C071-1_summer","Abundances_Normalized_C071-2_summer","Abundances_Normalized_C071-3_summer","Abundances_Normalized_C076_summer","Abundances_Normalized_C002_winter","Abundances_Normalized_C004_winter","Abundances_Normalized_C022_winter","Abundances_Normalized_C031_winter","Abundances_Normalized_C071-1_winter","Abundances_Normalized_C071-2_winter","Abundances_Normalized_C071-3_winter","Abundances_Normalized_C076_winter","Found_in_Sample_S369_C002_summer","Found_in_Sample_S370_C004_summer","Found_in_Sample_S371_C022_summer","Found_in_Sample_S372_C031_summer","Found_in_Sample_S373_C071-1_summer","Found_in_Sample_S374_C071-2_summer","Found_in_Sample_S375_C071-3_summer","Found_in_Sample_S376_C076_summer","Found_in_Sample_S377_C002_winter","Found_in_Sample_S378_C004_winter","Found_in_Sample_S379_C022_winter","Found_in_Sample_S380_C031_winter","Found_in_Sample_S381_C071-1_winter","Found_in_Sample_S382_C071-2_winter","Found_in_Sample_S383_C071-3_winter","Found_in_Sample_S384_C076_winter","Protein_Groups","Modifications"
TRUE,"High","Master Protein","TdactyloidesS_mRNA15191","TdactyloidesS_mRNA15191",0,8.285,12,2,2,2,276,30.5,5.62,8.96,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA15191",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA62917","TdactyloidesS_mRNA62917",0,8.277,9,4,4,4,640,72.7,6.54,11.64,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA62917",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA38838","TdactyloidesS_mRNA38838",0,8.273,7,4,4,4,1123,127.6,6.16,10.51,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA38838",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA57910","TdactyloidesS_mRNA57910",0,8.245,10,3,3,2,444,48.7,6.61,8.24,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA57910",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","Not Found","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA62912","TdactyloidesS_mRNA62912",0,8.234,10,4,4,4,352,38.4,5.36,10.26,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA62912",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","Not Found","High","High","High","High","Not Found",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA20985","TdactyloidesS_mRNA20985",0,8.203,8,2,3,2,458,50.8,5.74,9.15,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA20985",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA36982","TdactyloidesS_mRNA36982",0,8.202,10,3,3,2,332,34.2,9.89,7.6,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA36982",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA39246","TdactyloidesS_mRNA39246",0,8.197,7,4,4,1,522,59.3,6.86,8.4,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA39246",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found","Not Found",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA7790","TdactyloidesS_mRNA7790",0,8.177,9,4,6,1,441,47.4,9.25,13.66,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA7790",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA11054","TdactyloidesS_mRNA11054",0,8.174,10,3,3,3,332,36.3,6.79,8.59,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA11054",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA30763","TdactyloidesS_mRNA30763",0,8.159,29,3,3,3,137,15.5,10.05,9.42,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA30763",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA59078","TdactyloidesS_mRNA59078",0,8.128,11,3,3,1,292,33.8,7.65,8.7,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA59078",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA41454","TdactyloidesS_mRNA41454",0,8.116,18,4,4,4,371,39.7,9.28,11.19,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA41454",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA40454","TdactyloidesS_mRNA40454",0,8.105,6,3,3,3,725,78.5,6.92,9.15,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA40454",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA52336","TdactyloidesS_mRNA52336",0,8.084,8,3,3,2,775,86.1,4.56,11.4,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA52336",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA10246","TdactyloidesS_mRNA10246",0,8.068,5,2,2,2,798,84.1,6.43,8.02,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA10246",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA1975","TdactyloidesS_mRNA1975",0,8.035,5,3,3,3,915,98.1,7.23,10.49,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA1975",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA19101","TdactyloidesS_mRNA19101",0,8.034,18,2,2,1,134,15,10.9,7.11,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA19101",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA65760","TdactyloidesS_mRNA65760",0,8.033,13,3,3,3,351,38,6.54,8.63,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA65760",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA13991","TdactyloidesS_mRNA13991",0,8.032,14,2,3,1,231,23.6,7.99,8.16,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA13991",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","Not Found","High","Not Found","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA14857","TdactyloidesS_mRNA14857",0,8.029,7,2,2,2,453,49,6.34,6.75,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA14857",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA43898","TdactyloidesS_mRNA43898",0,8.028,18,2,2,2,152,17.2,9.07,7.65,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA43898",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA43473","TdactyloidesS_mRNA43473",0,8.026,6,3,3,2,492,53.8,7.53,7.73,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA43473",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA8195","TdactyloidesS_mRNA8195",0,8.026,4,4,5,1,931,101.9,8.95,13.82,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA8195",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA43988","TdactyloidesS_mRNA43988",0,8.017,6,3,5,1,304,33.6,6.32,11.22,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA43988",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Found","Not Found","High","Not Found","High","High","High","High","Not Found","Not Found","High","Not Found","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA8629","TdactyloidesS_mRNA8629",0,7.995,26,2,7,2,85,9.5,9.94,24.98,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA8629",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,"Met-loss [N-Term]"
TRUE,"High","Master Protein","TdactyloidesS_mRNA13953","TdactyloidesS_mRNA13953",0,7.988,14,2,4,1,175,19.9,10.7,12.67,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA13953",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Not Found",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA19350","TdactyloidesS_mRNA19350",0,7.977,10,3,4,3,476,52.3,6.09,12.3,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA19350",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA57768","TdactyloidesS_mRNA57768",0,7.968,13,3,3,2,278,30.2,5.27,9.04,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA57768",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA57204","TdactyloidesS_mRNA57204",0,7.941,14,2,2,1,223,24.3,6.33,7.79,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA57204",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA54056","TdactyloidesS_mRNA54056",0,7.922,6,2,2,2,562,62.8,6,7.4,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA54056",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA43698","TdactyloidesS_mRNA43698",0,7.919,7,3,5,1,613,67.9,4.97,14.39,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA43698",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA29082","TdactyloidesS_mRNA29082",0,7.912,24,2,3,1,170,18,7.53,11.28,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA29082",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA22839","TdactyloidesS_mRNA22839",0,7.911,9,3,3,3,416,45.4,8.24,9.88,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA22839",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA28241","TdactyloidesS_mRNA28241",0,7.902,8,3,4,1,468,52.9,9.77,9.76,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA28241",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA5330","TdactyloidesS_mRNA5330",0,7.886,13,3,3,3,502,54,8.7,10.7,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA5330",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA55897","TdactyloidesS_mRNA55897",0,7.884,16,3,3,3,276,30.9,8.02,9.47,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA55897",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","Not Found","High","High","High","High","High","Not Found","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA11283","TdactyloidesS_mRNA11283",0,7.883,10,3,3,3,369,42.4,7.3,9.08,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA11283",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA22760","TdactyloidesS_mRNA22760",0,7.879,6,2,3,2,547,58.9,4.97,11.1,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA22760",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA40783","TdactyloidesS_mRNA40783",0,7.869,10,3,5,1,327,35.4,7.94,13.22,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA40783",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA29856","TdactyloidesS_mRNA29856",0,7.821,12,2,5,1,206,21.5,9.94,13.7,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA29856",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Not Found",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA9520","TdactyloidesS_mRNA9520",0,7.815,5,2,3,2,720,85.9,8.12,8.7,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA9520",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA21334","TdactyloidesS_mRNA21334",0,7.806,10,2,3,2,274,30.1,6.19,9.73,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA21334",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA16639","TdactyloidesS_mRNA16639",0,7.784,5,3,4,1,712,77.3,7.39,10.55,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA16639",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","Not Found","High","High","High","Not Found","Not Found","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA34125","TdactyloidesS_mRNA34125",0,7.782,8,3,3,3,418,46.6,9.25,8.51,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA34125",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA48119","TdactyloidesS_mRNA48119",0,7.766,14,2,2,2,230,25.8,9.29,7.44,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA48119",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA10013","TdactyloidesS_mRNA10013",0,7.76,12,3,4,3,331,34.2,5.54,12.39,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA10013",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,"Met-loss [N-Term]"
